text,intent,labelIndex
is there a twa flight from las vegas to new york,flight,0
what nonstop flights are available from oakland to philadelphia arriving between 5 and 6 pm,flight,0
i need information on flight from atlanta to denver,flight,0
what is the earliest departure time from boston to denver,flight_time,1
ground transportation in denver,ground_service,4
show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,flight,0
are there any 4 o'clock flights from washington to denver,flight,0
what is the last flight from baltimore to boston,flight,0
flights from newark new jersey to minneapolis,flight,0
what flights go from dallas to san francisco before 6 o'clock sunday afternoon,flight,0
i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,airfare,2
give me the flights with the fares from indianapolis to orlando on december twenty seventh,flight,0
i want to fly from boston to baltimore,flight,0
show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow,flight,0
list all american airline flights which leave phoenix on wednesday and stop at milwaukee,flight,0
show me flights from boston to washington on monday,flight,0
train to newark,ground_service,4
i would like to find out the ground travel available in atlanta,ground_service,4
i want to fly from boston to san francisco,flight,0
show me the ground transportation schedule in san francisco on thursday evening,ground_service,4
i 'd like a list of the flights from oakland to dallas fort worth on sunday,flight,0
find me a flight leaving boston at 12 o'clock,flight,0
how do i get from boston to pittsburgh,flight,0
is there a flight in the afternoon from philadelphia that arrives in the evening in denver,flight,0
what are the fares between new york and la on monday morning,airfare,2
yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,flight,0
show me a list of flights from boston to dc arriving before 9 am on july twenty second,flight,0
i 'd like to take a flight that begins in boston and lands at dallas fort worth but i 'd like to stop over in philadelphia,flight,0
how many american airline flights leave denver june tenth,quantity,10
show me the flights from boston to san francisco,flight,0
i 'm looking for a flight that goes from san jose to houston on may thirtieth and that leaves after noon,flight,0
show me the flights on delta or twa which go through atlanta,flight,0
which united airlines flights go through denver,flight,0
i need to fly from atlanta to charlotte north carolina next monday,flight,0
tell me which airlines have flights from pittsburgh to san francisco on monday september second,airline,6
i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening,flight,0
what first class flights are available on july twenty fifth 1991 from denver to baltimore,flight,0
what ground transport is available in baltimore,ground_service,4
show me the cheapest flights from san francisco to philadelphia,flight,0
show all flights and fares from pittsburgh to san francisco,flight+airfare,14
show flights from denver to oakland that arrive after 12 o'clock,flight,0
what does the meal code s stand for,abbreviation,8
does delta have an early afternoon flight from boston to san francisco,flight,0
what are the flights from boston to san francisco,flight,0
please show me all one way first class flights from indianapolis to memphis,flight,0
please show me flights from dallas to atlanta on monday,flight,0
list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,capacity,13
i 'd like information on the least expensive airfare round trip from pittsburgh to boston,airfare,2
does continental fly from denver to pittsburgh,flight,0
i 'd like to find the least expensive one way fare from boston to philadelphia,airfare,2
airline and flight number from columbus to minneapolis,airline+flight_no,17
airports,airport,5
what airlines from washington dc to columbus,airline,6
round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,airfare,2
what do these cost,airfare,2
show me the flights on continental from indianapolis to san diego in the afternoon tomorrow,flight,0
give me a list of airlines in pittsburgh,airline,6
flights from miami to cleveland,flight,0
could you tell me if there is ground transportation between the boston airport and boston downtown,ground_service,4
show flights from philadelphia to boston,flight,0
what delta flights are available from pittsburgh to san francisco,flight,0
show me all flights to philadelphia in the evening,flight,0
shortest flight from ontario california to orlando florida,flight,0
are there any flights after 9 pm from san francisco to washington,flight,0
i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday,flight,0
i 'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,flight,0
what limousine service in los angeles,ground_service,4
well i 'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,aircraft,3
show me the flights from pittsburgh to san francisco,flight,0
what flights are there from nashville to houston tomorrow evening that serve dinner,flight,0
how many first class flights does united have leaving from all cities today,quantity,10
display all flights from san francisco to boston on august eighth,flight,0
what 's the latest flight from houston to dallas,flight,0
please list the american airlines flights from houston to milwaukee,flight,0
i would like to book an early morning flight from tampa to charlotte on april sixth,flight,0
show me flights from denver to dc on wednesday,flight,0
show me the flights from philadelphia to dallas with one stop,flight,0
morning flight from boston to philadelphia,flight,0
what price is a limousine service in boston,ground_fare,9
please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver,flight,0
what are the sunday flights from oakland to washington dc,flight,0
what flights on united leave la guardia for san jose and arrive around 10 pm,flight,0
what are the flights from pittsburgh to denver and back,flight,0
what 's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,flight,0
what are the flights from montreal to chicago,flight,0
list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon,flight,0
what is fare code q,abbreviation,8
all right what us air flights leave from indianapolis to san diego after 130 in the afternoon,flight,0
on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,flight,0
give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time,flight,0
flights from atlanta please,flight,0
show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal,flight,0
what is the latest flight from milwaukee to seattle tomorrow,flight,0
what flights are there on wednesday evening from denver to sfo,flight,0
what does restriction ap 57,abbreviation,8
i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday,flight,0
i need a flight tomorrow from atlanta to baltimore,flight,0
show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday,airline,6
list all flights on continental which leave seattle and arrive in chicago departing on sunday after 430 pm,flight,0
i would like to find a flight that goes from la guardia airport to san jose i would like the flight to be on united airlines and arrive in san jose around 10 pm,flight,0
flights from denver to philadelphia include fares,flight,0
show me the flights leaving from love field,flight,0
i want to fly from denver to san francisco with at least one stop,flight,0
what is the latest flight i can take from washington to san francisco,flight,0
what are the flights from denver to baltimore on united airlines,flight,0
show me cheap flights from baltimore to dallas,flight,0
chicago to san francisco on continental,flight,0
list the flights arriving in baltimore from boston before 10 am on august third,flight,0
what kind of aircraft does delta use before 8 am on august second from boston to denver,aircraft,3
show all flights from baltimore to dallas on monday evening and the cost of each flight,flight,0
what flights are available from boston to denver,flight,0
where is lester pearson airport,city,11
on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning,flight,0
hi i 'd like to fly from columbus to phoenix and make a stop in cincinnati along the way,flight,0
before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco,flight,0
i 'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,flight,0
give me the flights from salt lake city to new york city arriving before 6 pm,flight,0
i need a flight from cincinnati to san jose leaving after 6 in the evening,flight,0
what 's the cost of a first class fare from philadelphia to san francisco,airfare,2
dallas to san francisco leaving after 4 in the afternoon please,flight,0
find a flight from washington dc to san francisco on tuesday,flight,0
list flights between boston and san francisco that serve breakfast,flight,0
pm flights leaving san francisco arriving boston,flight,0
i would like to see the flights from baltimore to philadelphia,flight,0
what is the latest flight leaving las vegas for ontario,flight,0
all delta flights to everywhere if you can,flight,0
i would like to see all flights from baltimore to philadelphia,flight,0
show me the flights from toronto to cincinnati,flight,0
okay i need to see economy flights on united between dallas and baltimore,flight,0
list all afternoon flights leaving baltimore and arriving in atlanta on thursday,flight,0
show me flights from boston to baltimore coach on wednesday about 12 noon,flight,0
list all flights from boston to san francisco on united airlines,flight,0
how many flights arrive at general mitchell international,quantity,10
cheapest fare from memphis to seattle,airfare,2
show me flights from san francisco to minneapolis,flight,0
please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,flight,0
what kind of airline is flight ua 281 from boston to denver,airline,6
give me all the flights from memphis to charlotte,flight,0
show me the flights from philadelphia to dallas with a stop in atlanta,flight,0
show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia,flight,0
also give me a list of flights between oakland and boston,flight,0
show first flight from boston to philadelphia,flight,0
what is the yn code,abbreviation,8
what is fare code h,abbreviation,8
i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore,aircraft,3
list all round trip flights between indianapolis and orlando on the twenty seventh of december,flight,0
show flights from denver to oakland arriving between 12 and 1 o'clock,flight,0
what are the flights from charlotte to atlanta returning on tuesday july thirteenth,flight,0
nonstop flights seattle to boston,flight,0
what is the name of the airport in philadelphia,airport,5
okay i would like to know the type of aircraft used on a flight from cleveland to dallas please,aircraft,3
show last flight from philadelphia to boston,flight,0
i want a flight from boston to atlanta,flight,0
how much is the 718 am flight from las vegas to new york twa,airfare,2
when are the american flights from phoenix to milwaukee,flight,0
what are the cheapest one way flights from denver to atlanta,flight,0
how much would car rental cost in atlanta,ground_fare,9
i 'm interested in a flight from dallas to washington and i 'm also interested in going to baltimore,flight,0
list flights from pittsburgh to boston leaving after 3 in the afternoon,flight,0
show me the flights from newark to los angeles,flight,0
list the nonstop flights from miami to new york on a sunday along with the fares that are less than 466 dollars,flight,0
i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please,flight,0
what flights from los angeles to minneapolis,flight,0
show me the cheapest flights round trip from new york to san jose,flight,0
show flights from pittsburgh to oakland,flight,0
show all monday flights from san francisco to pittsburgh,flight,0
i 'd like to see the flights from pittsburgh to philadelphia,flight,0
show me airline abbreviations,airline,6
list the first class flights from baltimore to denver,flight,0
could you show me all flights from montreal to charlotte,flight,0
i want to fly from philadelphia to dallas and make a stopover in atlanta,flight,0
i would like to fly from pittsburgh to atlanta,flight,0
chicago to milwaukee,flight,0
show me early friday morning flights from san francisco to boston,flight,0
what flights are available from atlanta to washington dc on wednesday,flight,0
flights from kansas city to cleveland on wednesday arriving before 5 pm,flight,0
american flights from san francisco please,flight,0
show me all flights from pittsburgh to baltimore,flight,0
show me the flights from boston to denver,flight,0
do you have the fare for traveling from oakland airport to oakland downtown,airfare,2
okay give me the flights that leave denver after 7 pm next monday arriving in boston,flight,0
please list the flight times for boston to pittsburgh,flight_time,1
what are fare codes qw and qx,abbreviation,8
what flights leave pittsburgh for denver on monday night,flight,0
i need the cheapest direct flight from atlanta to denver leaving on may seventh,flight,0
show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday,flight,0
list flights from atlanta to boston on wednesday afternoon,flight,0
what is your earliest morning flight from indianapolis to charlotte,flight,0
i 'd like the flights from san jose to nashville on the morning of friday june third,flight,0
i would like the first flight from toronto to montreal next friday,flight,0
i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon,flight,0
display flights from dallas to atlanta which depart between 2 pm and 6 pm,flight,0
what is the earliest flight that goes from atlanta to washington on thursday,flight,0
list flights from pittsburgh to baltimore on thursday morning nonstop,flight,0
i 'm interested in a flight from pittsburgh to atlanta,flight,0
which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia,flight,0
how many people fit on a 73s,capacity,13
flights from cincinnati to los angeles departing after 718 am,flight,0
show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday,flight,0
round trip fares from denver to philadelphia under 1000 dollars,airfare,2
please list the flights from philadelphia to toronto,flight,0
give me the flights from pittsburgh to los angeles on thursday evening,flight,0
are there any american airlines flights flying into pittsburgh between 12 and 4 in the afternoon,flight,0
show me all flights from dallas to pittsburgh which leave on monday after 8 o'clock am,flight,0
show me flights from baltimore to philadelphia,flight,0
show me all flights between san francisco and philadelphia on september fifteenth with departure time after 12 pm,flight,0
from pittsburgh to baltimore,flight,0
list all daily flights between boston and oakland and between oakland and boston using delta airlines,flight,0
i would like to find flights from columbus to minneapolis on monday june fourteenth early in the morning or in the evening sunday june thirteenth thank you,flight,0
list the total number of flights between all airports by delta,quantity,10
show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are,flight,0
i need a connecting flight on continental on june fifth from chicago to seattle,flight,0
i want to leave before 8 in the morning what flight should i take to atlanta from boston,flight,0
does flight ua 281 from boston to denver leave on tuesday,flight,0
does delta aircraft fly dc10,aircraft,3
what are the flights from boston to baltimore,flight,0
information on a flight from san francisco to philadelphia,flight,0
what flights go from boston to san francisco with a stop in dallas,flight,0
i would like the flight from atlanta to denver that has the cheapest one way fare,flight,0
define airline hp,airline,6
what is the earliest flight from ontario to memphis,flight,0
what are the cheapest one way flights from pittsburgh to atlanta,flight,0
show me the flights from denver to san francisco,flight,0
lowest fare from san francisco to san diego,airfare,2
what flights from st. paul to kansas city on friday with dinner served,flight,0
okay we 're going from washington to denver first class ticket i 'd like to know the cost of a first class ticket,airfare,2
show me the flight schedule from pittsburgh to san francisco,flight_time,1
all flights from miami to new york,flight,0
what time does the tuesday morning 755 flight leaving washington arrive in san francisco,flight_time,1
show me all flights from atlanta to san francisco,flight,0
flights from kansas city to cleveland,flight,0
please give me all flights from dallas to oakland before noon,flight,0
what is the cost for a one way trip from pittsburgh to atlanta,airfare,2
i need a listing of flights from kansas city missouri to salt lake city utah,flight,0
now i need another flight from las vegas to los angeles arriving also in the late afternoon what 's available for that,flight,0
could you please tell me the cheapest fare from atlanta to boston,airfare,2
what flights go from newark to boston after 5 pm,flight,0
show me the cheapest flights round trip from new york to san jose arriving in san jose before 7 pm,flight,0
i 'd like to go from boston to atlanta sometime after 5 pm can you tell me the flights that could do that for me,flight,0
give me flights from atlanta to baltimore,flight,0
i need a flight from los angeles to pittsburgh on monday afternoon,flight,0
flights from montreal and phoenix to las vegas arriving at the same time,flight,0
i want to travel from philadelphia to san francisco with a stopover in dallas,flight,0
what is the most expensive flight from boston to dallas,flight,0
in dallas fort worth i would like information on ground transportation,ground_service,4
what flight do you have from atlanta to dallas on august twenty seventh in the morning,flight,0
show me the flights between atlanta and washington dc for wednesdays,flight,0
please show me the flights from boston to san francisco,flight,0
rental cars in boston,ground_service,4
i want a flight from montreal quebec to san diego california that leaves sunday,flight,0
please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,airline,6
latest flight from houston to san jose,flight,0
list the earliest flights from atlanta to denver on a monday,flight,0
looking for a flight from dc to denver colorado,flight,0
flights from kansas city to cleveland on wednesday before 5 pm,flight,0
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover,aircraft,3
please give me ground transportation information between dallas fort worth airport and downtown dallas,ground_service,4
which airlines fly between boston and baltimore,airline,6
show me the earliest flight on august second from boston to denver that serves a meal,flight,0
okay does twa have a flight from dallas to san francisco,flight,0
what is the round trip thrift fare on us air from boston to san francisco,airfare,2
what is your last trip from washington to boston on august twenty seventh,flight,0
show me the flights from love field,flight,0
i 'd like a flight on american from newark to nashville,flight,0
what is the least expensive flight from atlanta to boston,flight,0
are there any flights from milwaukee to tacoma on friday june eleventh,flight,0
what 's the earliest flight from boston to philadelphia,flight,0
on usa air how many flights leaving oakland on july twenty seventh to boston nonstop,flight,0
and how can i get to the boston airport from downtown boston,ground_service,4
list all american airlines from milwaukee to phoenix on saturday,flight,0
i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock,flight,0
i would like to book a flight from denver to pittsburgh on july fifteenth i 'd like it to be the cheapest flight,flight,0
what type of aircraft leaves from boston to washington dc at 9 am during a weekday,aircraft,3
list all afternoon flights on united airlines from san francisco to denver,flight,0
information on flights from atlanta to washington dc departing on thursday before 9 am,flight,0
what is the cheapest flight from san francisco to pittsburgh on sunday,flight,0
show me all the flights to baltimore from denver or philadelphia or pittsburgh,flight,0
are there any flights from chicago to minneapolis on saturday on continental,flight,0
i need a flight from philadelphia to dallas that stops in atlanta,flight,0
flights from ontario to orlando,flight,0
i would like to see flights from denver to philadelphia,flight,0
show me a list of ground transportation at boston airport,ground_service,4
does united airlines have flights between boston and denver,flight,0
how many flights has continental into and out of atlanta,quantity,10
list the flights from toronto to salt lake city,flight,0
list the flights arriving in baltimore from denver on august third,flight,0
show me flights from baltimore to philadelphia please,flight,0
i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you,flight,0
show me the flights from washington to boston,flight,0
flights from philadelphia to oakland,flight,0
what is the fare for flights from denver to atlanta,airfare,2
united airlines flights stopping in denver,flight,0
how far is the airport from san francisco,distance,7
what flights go from seattle to boston via minneapolis,flight,0
please list the flights from ontario california to orlando florida,flight,0
what types of ground transportation are there to san francisco airport,ground_service,4
please book for me a flight on twa from washington dc to san francisco earliest possible time,flight,0
list all flights from pittsburgh to philadelphia,flight,0
i 'd like information on a flight from atlanta to denver a morning flight,flight,0
what ground transport is available in charlotte,ground_service,4
i want to fly from boston to san francisco via dallas fort worth on american airlines,flight,0
is there a red eye flight from san jose to nashville on wednesday the nineteenth of may,flight,0
i 'm looking for flights from oakland to atlanta leaving before 1045 am,flight,0
show me the cheapest flights from atlanta to denver,flight,0
flights from denver to pittsburgh on thursday,flight,0
flights from cleveland to kansas city,flight,0
show me the flights from baltimore to oakland please,flight,0
show me the earliest flights from boston to denver on wednesday,flight,0
flight information from denver to san francisco,flight,0
show me the most expensive one way first class fare from baltimore to dallas,airfare,2
what is the earliest morning flight from san francisco to boston,flight,0
what flights are there from boston to denver on monday morning,flight,0
which flights depart los angeles destination charlotte that leave on a monday morning,flight,0
i need a flight from atlanta to baltimore nonstop arriving at 7 pm please,flight,0
i need to get downtown from the denver airport,ground_service,4
show me the flights from boston to oakland,flight,0
i would like a ticket leaving from denver colorado to atlanta georgia with a stop in pittsburgh,airfare,2
what airline is hp,airline,6
list daily flights from boston to oakland using continental airlines,flight,0
show me the flights from dulles to san francisco leaving after 6 pm,flight,0
now get me from pittsburgh to denver,flight,0
which airlines have first class flights today,airline,6
what flights are there arriving in chicago after 9 pm on continental,flight,0
what flights do you have in the morning of september twentieth on united airlines from pittsburgh to san francisco and a stopover in denver,flight,0
i need to fly between philadelphia and atlanta,flight,0
on continental flight 1765 from boston to san francisco what type of meal is served,flight,0
i 'm in miami and i 'd like to travel to las vegas on sunday,flight,0
show me all flights arriving to denver from boston,flight,0
what are all of the flights into and out of atlanta 's airport,flight,0
what are the afternoon flights leaving from dallas to san francisco on american airlines,flight,0
what is american 's last flight from boston to washington dc on july twenty first,flight,0
i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday,flight,0
i 'm sorry i want to book a flight from atlanta to denver colorado,flight,0
is there a round trip flight from baltimore to denver connecting in dallas,flight,0
what flights are currently available between boston and dallas fort worth,flight,0
what flights are from memphis to las vegas,flight,0
on april sixth i would like to book an early morning flight from tampa to charlotte,flight,0
list all flights from boston to san francisco with at least 3 stops,flight,0
what flights leave from phoenix to anywhere,flight,0
what flights are available sunday afternoon from oakland to dallas,flight,0
does american airlines offer a flight from boston to oakland which stops in denver,flight,0
i 'd like to fly from tampa to montreal,flight,0
show me all all flights from pittsburgh to atlanta on wednesday which leave before noon and serve breakfast,flight,0
show me the flights from new york to los angeles with stop in milwaukee,flight,0
what is the earliest flight from philadelphia to dallas first class,flight,0
show me the cheapest fares from miami to new york leaving on a sunday,airfare,2
i need to make reservations from denver to boston,flight,0
show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7 pm,flight,0
atlanta to pittsburgh july twenty third,flight,0
please show me all round trip flights from burbank to tacoma,flight,0
i 'd like to fly from boston to san francisco,flight,0
give me all the flights from new york to miami round trip,flight,0
i would like to travel from indianapolis to houston,flight,0
flight leaving chicago to nashville,flight,0
can you list the cheapest round trip fare from orlando to kansas city,airfare,2
show me the flights from san diego to washington dc,flight,0
how much does it cost to fly eastern airlines from atlanta to boston,airfare,2
what is the lowest cost for a one way ticket from boston to washington,airfare,2
i would like a schedule of flights from san francisco to boston on wednesday,flight_time,1
tell me about the ground transportation in chicago,ground_service,4
show flights from dallas to san francisco,flight,0
what kind of ground transportation is there in dallas,ground_service,4
show me all flights and fares from dallas to san francisco,flight+airfare,14
give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee,flight,0
how many people fit on a 72s airplane,capacity,13
what is the cheapest flight from washington to san francisco on friday,flight,0
what does restriction ap 80 mean,abbreviation,8
show me all the united flights from boston to denver,flight,0
what is the distance from la guardia to new york 's downtown,distance,7
what is the last flight from atlanta to boston,flight,0
show me all the flights from denver to baltimore arriving may tenth,flight,0
what is the least expensive one way ticket from atlanta to denver leaving on october twelfth,airfare,2
list all nonstop flights from newark to tampa leaving on friday,flight,0
show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am,flight,0
find the earliest flight from boston to oakland that serves breakfast,flight,0
show me flights from tampa to st. louis leaving before 10 am,flight,0
i 'd like to know the price of first class seats from atlanta to san francisco,airfare,2
i would like a flight from denver to pittsburgh,flight,0
first class fares from dallas to baltimore please,airfare,2
what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days,flight,0
i have two friends that would like to visit me on wednesday here in washington dc one of them lives in denver and the other lives in miami,flight,0
how about arrivals for american in atlanta,flight,0
what airlines fly between atlanta and san francisco,airline,6
show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas,flight,0
i want to fly from boston to dallas,flight,0
ground transportation philadelphia,ground_service,4
show me flights from denver to philadelphia arriving after 2100,flight,0
i need a flight from st. petersburg to miami for thursday,flight,0
then list the flights from atlanta to philadelphia early wednesday morning nonstop,flight,0
can you list costs of denver rental cars,ground_fare,9
list the flights on wednesday from denver to washington arriving in washington between 1115 am and 1245 pm,flight,0
what airlines fly between san francisco and denver,airline,6
can you list all nonstop flights between st. petersburg and charlotte that leave in the afternoon and arrive soon after 5 pm,flight,0
now i 'd like to see flights from detroit to st. petersburg on the next tuesday,flight,0
flights from cincinnati to dallas departing after 718 am,flight,0
how about flights leaving san francisco and arriving in boston for any day,flight,0
i would like information on twa flights from washington to philadelphia,flight,0
okay can you tell me the earliest flight which leaves from philadelphia to dallas,flight,0
what is restriction ap 55,abbreviation,8
what ground transportation is there in oakland,ground_service,4
newark to cleveland,flight,0
what 's the cheapest flight from denver to pittsburgh for both one way and round trip flights,flight,0
can you show me what flights are available on december sixteen going from oakland to dallas,flight,0
how can i go from minneapolis to long beach late tomorrow,flight,0
please show me flights from pittsburgh to boston on saturday morning after 8 am,flight,0
show me all prices of economy from baltimore to dallas,airfare,2
what flights are available on dl from dallas to atlanta on monday morning,flight,0
i would like to fly from boston to baltimore,flight,0
what are the evening flights from atlanta to baltimore,flight,0
can i get a rental car in dallas,ground_service,4
what flights stop in atlanta before noon,flight,0
what are the flights from dallas to philadelphia,flight,0
what 's the earliest flight from atlanta to boston,flight,0
what is ewr,abbreviation,8
sure i 'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh,aircraft,3
flights from denver to chicago on sunday on continental,flight,0
i need to fly from nashville to tacoma first thing in the morning what is there,flight,0
i need a flight from philadelphia to denver,flight,0
okay i 'd like a flight on us air from indianapolis to san diego in the afternoon what 's available,flight,0
what is the fare going from baltimore to boston one way on november seventh,airfare,2
what are the flights from denver to san francisco on tuesday october fifteenth,flight,0
what ground transportation is there from the airport in atlanta to downtown,ground_service,4
what is the last flight from dallas to boston,flight,0
flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars,flight,0
is there one stop with the us air boston leaving at 705 to atlanta,flight,0
i 'm interested in flights from denver to pittsburgh,flight,0
what is the cheapest flight from long beach to memphis,flight,0
what ground transportation is available at the baltimore airport,ground_service,4
i need a flight from philadelphia to denver on sunday,flight,0
i would like a flight as early as possible in the day leaving from boston and to denver,flight,0
show me the flights from baltimore to seattle,flight,0
list the takeoffs and landings at general mitchell international,flight,0
airports in new york,airport,5
what is the cheapest fare for flights from boston to dallas,airfare,2
flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday,flight,0
show me the flights from st. petersburg to toronto that arrive early in the morning,flight,0
please list the flights from baltimore to san francisco on fridays,flight,0
flight from nashville back to milwaukee,flight,0
i 'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket,airfare,2
please list am flights leaving san francisco boston,flight,0
boston ground transportation,ground_service,4
all right what do you have from oakland to philadelphia on wednesday,flight,0
what flights go from chicago to seattle on continental airlines on saturday,flight,0
how much does it cost to fly on delta from dallas to baltimore,airfare,2
show me flights from baltimore to philadelphia,flight,0
i 'd like a round trip ticket from los angeles to tacoma washington,airfare,2
show me flights which leave from boston on july twenty second arriving in pittsburgh,flight,0
i would like a flight from philadelphia to dallas on american airlines,flight,0
i want to fly united airlines from boston to denver,flight,0
are there any airlines that have flights from boston to philadelphia that leave before 630 am,airline,6
show me flights from pittsburgh to san francisco on monday,flight,0
is there ground transportation between airport and downtown in boston,ground_service,4
i 'm interested in flying from atlanta to boston i 'd like to fly during breakfast,flight,0
ground transportation washington,ground_service,4
i need to catch an evening flight from boston to philadelphia on august first,flight,0
is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,flight,0
please list the flights from chicago to kansas city,flight,0
does any airline offer dc10 service between denver and boston,airline,6
what is the seating capacity of a boeing 767,capacity,13
i want to travel from kansas city to st. paul and be there by dinnertime,flight,0
list all flights arriving in pittsburgh monday evening from san francisco that first class,flight,0
what flights from houston to milwaukee on friday on american airlines,flight,0
i would like to book a flight going from tampa to seattle on may twenty sixth i would like to stop in milwaukee on the way,flight,0
please list nonstop twa flights from las vegas to new york,flight,0
what is airline ff,airline,6
show me the flights going from pittsburgh to san francisco on monday,flight,0
show me all flights arriving to denver from oakland,flight,0
show me all the one way fares from tacoma to montreal,airfare,2
please list the cost of all flights from philadelphia to denver airport next sunday,airfare,2
i 'd like to travel from boston to baltimore on us air 269 please tell me the times,flight,0
hi i want a round trip ticket to dallas,airfare,2
i 'm planning a trip to pittsburgh and i live in denver can you help me,flight,0
which airlines have daily flights from boston to dallas,airline,6
show me the flights from san francisco to newark that leave after 11 pm,flight,0
list flights leaving dallas on saturday and arriving in san francisco before 4 pm,flight,0
what is ff,abbreviation,8
show me the flights from atlanta to philadelphia,flight,0
show me the flights from indianapolis to montreal,flight,0
what flights are there on sunday from seattle to chicago,flight,0
display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight,flight,0
what northwest flights stop in denver,flight,0
please give me a flight from pittsburgh to san francisco monday,flight,0
show me flights from pittsburgh to philadelphia,flight,0
what ground transportation is available from pittsburgh to downtown,ground_service,4
what is fare class h,abbreviation,8
show me flights with first class reservations from san francisco to pittsburgh for monday,flight,0
what type of aircraft leaves from boston to washington dc before 9 am,aircraft,3
delta flights to dallas please,flight,0
show all airlines flying from pittsburgh to san francisco,airline,6
is there ground transportation in baltimore,ground_service,4
please list all flights on northwest and united airlines that go to denver,flight,0
information on american airlines flight from washington to philadelphia,flight,0
show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,flight,0
i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,airfare,2
which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm,flight,0
i need a flight from philadelphia to boston,flight,0
what is the ground transportation in san diego,ground_service,4
is there a flight between san francisco and boston with a stopover in dallas fort worth,flight,0
show me all flights from baltimore to san francisco,flight,0
i would like a flight from philadelphia to dallas,flight,0
now i need a one way flight from pittsburgh to denver,flight,0
i want a flight from pittsburgh to los angeles that departs after 6 pm on thursday,flight,0
show me the flights from san francisco to boston,flight,0
how many first class flights are provided by american airlines,quantity,10
show me all flights from pittsburgh to dallas,flight,0
what ground transportation is available at boston,ground_service,4
what is the earliest flight from boston to atlanta,flight,0
is there limo service at pittsburgh airport,ground_service,4
please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday,flight,0
give me return flights from philadelphia to san francisco for december third,flight,0
show me the latest flight from las vegas to denver,flight,0
list the flights from indianapolis to houston,flight,0
what is the earliest flight that eastern has between boston and washington,flight,0
give me the flights from kansas city to chicago leaving next wednesday arriving at chicago at about 7 pm,flight,0
all right what i 'd like to do is find the cheapest one way fare from boston to denver,airfare,2
show me a list of flights from pittsburgh to baltimore on august third,flight,0
