text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
健康嘛，在哪填，,申请健康申明,49,咨询新冠肺炎防控要求,申请健康申明
嗯我就是问一下就是，现在要回老家，嗯我订了两张，一张，回老家的一张，然后在克拉玛依的，然后我就问一下嗯就是需要需要需要办什么证件，补补，到时候，,咨询乘机证件规定,32,咨询新冠肺炎防控要求,咨询乘机证件规定
帮我问一下6月1号从首尔到烟台机场的飞机飞不飞啊，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
托运违章品种,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
你好我想查一下今天从西安咸阳机场飞，伊金霍洛旗，下午14点45那趟飞机是不是改时间了，,查询航班动态,11,办理客票改期,查询航班动态
那个退积分，,会员服务其他,28,兑换积分,会员服务其他
我想问一下帮我改签了明天早上八点二十五的机票改了没，,验证电子客票,12,办理客票改期,验证电子客票
乌鲁木齐的，一情，现在是否影响航班，,查询航班动态,11,咨询新冠肺炎防控要求,查询航班动态
帮我寄一下我退票和改签的那个，会员单，,办理客票改期,2,配送行程单,办理客票改期
成都航空，需要提供什么证明吗？,咨询新冠肺炎防控要求,0,咨询乘机规定,咨询新冠肺炎防控要求
就是我订了三月三月3月28号，沈桂林，以为，请两个人，我从南京飞往乌鲁木齐的，上面，我现在收到一个短信说这个航班，帮我们取个，航班取消航班取消航班取消，真的吗？,查询航班动态,11,办理客票改期,查询航班动态
"哦,帮我找客服订,客服",人工服务,13,预订客票或兑换积分,人工服务
您好我想询问关于明天飞上海的机票，,预订客票或兑换积分,21,办理航班退票,预订客票或兑换积分
人工国内改签，转人工，,人工服务,13,办理客票改期,人工服务
嗯是这样的嗯我儿子呢，她十五号呢，呃呃，回兴，呃回那个，澳大利亚，回去的时候，他奶奶的，来回往返机票，现在呢，呃根据国家的呃，他们那里的雨停啊，就是雨停的关系，他在那里要隔离十四天十四天呢，他这个25号的票子，他就回不来了，所以25号的机票呢要退掉，,办理航班退票,3,办理客票改期,办理航班退票
你好，我想查询我改完的机票呃，改好了，机票，我还没收到email，,办理客票改期,2,验证电子客票,办理客票改期
嗯我的那个我想看一下我那个，就是现在，航班动态，是啥，刚刚我收到短信说是呃改其他自动给我改签了，我不知道为啥，,办理客票改期,2,查询航班动态,办理客票改期
查一下吧，三，二月三号的长春飞往东京的那个航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
身份证绑定，,修改客票或会员信息汇总,29,修改会员资料,修改客票或会员信息汇总
我想咨询，二十，明天啊后天的早晨的温州到广州的机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
呃你好我前两天买的那个今天的航班，我看，取消掉了，怎么，那我现在的话怎么能补上票钱也没有退回来呀，,查询机票退款进度,6,办理客票改期,查询机票退款进度
想了解一下上海到伦敦的托运货物的价格是多少，,咨询托运及非托运行李规定,33,咨询货运相关问题,咨询托运及非托运行李规定
我要查询，上海，呃吉隆坡飞往上海的机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
不是一四，我从衡阳坐到上海，航空九号的航空班飞机，我叫他开个发票，他六百块钱他只给我开了84块钱，航空机票发票没开，,配送行程单,15,申请及查询电子发票,配送行程单
我想问一下就是我积分兑换发票，呃兑换那个机票行程单上有没有金额，,配送行程单,15,兑换积分,配送行程单
"已经办理完登机,呃,过了安检之后,如果不想,就是有事儿,不想坐飞机了,那么还可以,呃退票吗或者是改签吗",办理客票改期,2,取消值机,办理客票改期
哦，你就说今天十二点飞往上海，墨尔本的飞机，客人能刷能登机吗？,查询航班动态,11,验证电子客票,查询航班动态
诶你好我想查一下那个我那个是十11月12号嗯从咸阳机场飞往珠海的航班号是多少，,查询航班动态,11,验证电子客票,查询航班动态
没回答我的问题，我是退票后，税费，一直没给我退回来，,办理航班退票,3,查询机票退款进度,办理航班退票
我想问一下我的这个航班我想退票，他不能因为是以前的，发票免费退票吗？,申请及查询电子发票,40,办理航班退票,申请及查询电子发票
我想改退机票，,办理客票改期,2,办理航班退票,办理客票改期
对我要查询一下我的机票然后不是那个航班取消了吗然后现在给我查询一下就是八点过十分到这个西安咸阳机场的机票有没有改签成功，,验证电子客票,12,办理客票改期,验证电子客票
嗯，身份证件有问题，,咨询乘机证件规定,32,修改客票或会员信息汇总,咨询乘机证件规定
查询网络订票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
是的，没错，退里程换的那张。,办理航班退票,3,兑换积分,办理航班退票
您好我想问一下6月12号伦敦飞上海的机票有没有变化，,查询航班动态,11,验证电子客票,查询航班动态
嗯你好我想问一下就我之前订的明天早上呃8点20从昆明长水机场飞往深圳宝安机场的，怎么又给我，那个改现在给我退了呢，,办理航班退票,3,办理客票改期,办理航班退票
查订单票，,查询订单,58,验证电子客票,查询订单
取消是什么意思呀，航班取消，什么意思，,查询航班动态,11,办理客票改期,查询航班动态
我预订的飞机票怎样取票,申请及查询电子发票,40,配送行程单,申请及查询电子发票
航班被退了要怎么办，,办理航班退票,3,办理客票改期,办理航班退票
我的那个飞机订单我怎么查不到，,验证电子客票,12,查询订单,验证电子客票
机票，需要ｏｐｅｎ一下，,办理客票改期,2,办理网站业务,办理客票改期
喂你好，我今天办的是今天晚上的飞机，给我改签到今天早上9点40现在办不了值机，,办理客票改期,2,办理值机选座,办理客票改期
航班改签啊航班取消退票，,办理航班退票,3,办理客票改期,办理航班退票
我的票是不是改退票状态，,办理客票改期,2,查询航班动态,办理客票改期
需要提前四个小时值机吗？,办理值机选座,22,咨询乘机时限,办理值机选座
东方万里行会员积分，登录不上去，,会员服务其他,28,补登积分,会员服务其他
呃改签机票，bing，修改姓名，,修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
喂你好就是说我问一下我6月8号的就是说从那个长水机场到那个温州龙湾的11点40到两点35的这个票，嗯，我是去哪儿网上面购买的，我现在要怎样，把他航班已经取消了，我要怎样，呃处理，,办理客票改期,2,验证电子客票,办理客票改期
嗯查询一下就是5月5号呃从芝加哥奥黑尔到上海的浦东机场的机票呃我现在官网上找不到了，呃，具体想咨询一下是取消了吗还是怎么怎么个退票，,办理航班退票,3,验证电子客票,办理航班退票
"我想问一下那个,飞机,什么时候可以值机,啊,延误到什么时间",查询航班动态,11,办理值机选座,查询航班动态
嗯我想咨询，出行情况，请求人工服务，,人工服务,13,查询航班动态或预订客票,人工服务
嗯为什么那个航班，付了钱然后嗯又取消了航班，,办理客票改期,2,查询航班动态,办理客票改期
同期的一个老人，他的那个轮椅能不能上飞机，问一下，,办理轮椅旅客,42,咨询特殊物品运输规定,办理轮椅旅客
呃麻烦查一下日本到东京到中国上海的航班，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
转人工投客服投诉，,投诉,50,人工服务,投诉
查询俄罗斯航班，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
我去，天天，申请退票的，一直受理中，,办理航班退票,3,查询机票退款进度,办理航班退票
打电话给我们，退行程单给你这个证件的，六百公斤，,配送行程单,15,申请及查询电子发票,配送行程单
我的账号，我也找不着了把我的账号能不能打给我一下，,会员服务其他,28,查询会员卡卡号,会员服务其他
"哦,酒窝,非这个鄂尔多斯了,9255,晚点一个小时,你们那个航空公司,给我们一个什么交代没有",投诉,50,办理客票改期,投诉
你帮我查一下一月三号宁波到河南信阳明港的机票，,预订客票,4,预订客票或验证电子客票,预订客票
我是，查询航班取东航航班取消，能，然后，,办理客票改期,2,查询航班动态,办理客票改期
"您好,查询,航班",查询航班动态,11,查询航班动态或预订客票,查询航班动态
我想问一下，六月份从伦敦回国内的航班计划出来了没有，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
我要查一下我的航班取没取消，转一下人工服务，,人工服务,13,查询航班动态,人工服务
我咨询一下那个航班还在不在，就是纽约那个啊，日本东京成田飞上海的，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
订票出票，,预订客票,4,预订客票或兑换积分,预订客票
"我我我那个我那个订订去上海的那个票那个名字打,今天打算,一个字,这边求都在这边,求出票了怎么弄",修改客票姓名,27,预订客票或兑换积分,修改客票姓名
你好我是，我昨天，航班被改签过，今天好像飞机又取消了，我想再确认一下我的航班，,查询航班动态,11,办理客票改期,查询航班动态
我能不能取消下值机,取消值机,36,办理值机选座,取消值机
嗯查一下改签信息，,办理客票改期,2,验证电子客票,办理客票改期
我想查一下明天早上八点二十从泸州到昆明的航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
我积分商城买的东西付不了宽,查询积分商城,65,兑换积分,查询积分商城
哦，请帮我订一张儿童票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
嗯我是说我的这个航班日期我不是买了3月31号的航班吗，嗯，我发信息给我说是改签到4月1号，这个信息真的还是假的，,办理客票改期,2,验证电子客票,办理客票改期
航班改期，想证实一下，,办理客票改期,2,验证电子客票,办理客票改期
嗯刚才就是你们东方航空公司，打电话给我，是不是要确认明天的航班，,验证电子客票,12,查询航班动态,验证电子客票
我要核实五月份的机票，,验证电子客票,12,预订客票或兑换积分,验证电子客票
我刚才订你们那个那个，双十二，那个那个国际机票他订完了以后支付就支付不了怎么回事，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
你想我想查一下那个西安咸阳国际机场东方航空公司，那个货厂在什么地方，,查询机场或营业部信息,24,咨询货运相关问题,查询机场或营业部信息
儿童票怎么换登机牌，没有身份证怎么换登机卡，,咨询登机牌问题,25,咨询乘机证件规定,咨询登机牌问题
你跟我讲，东，,人工服务,13,申请健康申明,人工服务
积分累积，哪里能够查到，,查询积分,62,查询积分累积标准,查询积分
你就是六号不是晚上从西安咸阳机场到和田的，,验证电子客票,12,查询航班动态或预订客票,验证电子客票
嗯你好我想问一下，一起七天，他这个退改票要怎么退，,办理航班退票,3,办理客票改期,办理航班退票
哎，对改签，跟兑换，在改签中，现在又要登机了，赶紧给我弄一下，,办理客票改期,2,兑换积分,办理客票改期
机票预定国际机票预订，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
退票或改期，,办理客票改期,2,办理航班退票,办理客票改期
我刚刚改签机票了，我什么时候可以收到，确认短消息啊，,办理客票改期,2,验证电子客票,办理客票改期
"我建议你们直接取消提前选座的这个功能,免得让旅客不愉快",投诉,50,取消值机,投诉
你好我要，入境，查航班，,查询航班动态或预订客票,16,咨询新冠肺炎防控要求,查询航班动态或预订客票
购买机票的，转人工服务，,人工服务,13,预订客票,人工服务
那个我我想把那个联系人更换一下，怎么更换，,修改客票或会员信息汇总,29,修改客票联系方式,修改客票或会员信息汇总
喂你好请问一下那个27号晚上南京禄口到那个珠海的机票是不是已经改签了，,验证电子客票,12,办理客票改期,验证电子客票
我要想了解航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
你不是说那个票款，占座，就可以到账的吗，现在已经已经有三周了，,查询机票退款进度,6,咨询占座行李,查询机票退款进度
我有一个航班他取消了现在要乘坐信用卡他叫我打电话过来确认，,咨询银行联名卡业务,38,办理客票改期,咨询银行联名卡业务
查不到航班,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
我想查一下我的航空公司的航班，,查询航班动态,11,验证电子客票,查询航班动态
嗯您好您能帮我查一下呃，长长春龙嘉机场的客客服电话吗？,查询机场或营业部信息,24,人工服务,查询机场或营业部信息
"昂克,物品怎么拿回来",查询遗失物品,34,查询积分商城,查询遗失物品
懒得改，我已经买了你们东航的票子，但是我因为身体的原因，那我我是改要改签了，那么我想问问，我改签了，以后假如还不能去，我退票，还要不要，退票费，啊什么，这个政策是什么？,办理航班退票,3,办理客票改期,办理航班退票
嗯哎你好我想查询一下那个5月8号济南飞上海的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
嗯我想问一下户口本能上飞机吗？,咨询乘机证件规定,32,咨询特殊物品运输规定,咨询乘机证件规定
就是那个信用卡，会不会，你在这里买的，客户，我我想问一下，我们到上海以后，嗯，会不会和餐检查和隔离，,咨询新冠肺炎防控要求,0,咨询银行联名卡业务,咨询新冠肺炎防控要求
"我购买的婴儿票为什么还没有,回的短信,支付,已经完了为什么没有",验证电子客票,12,预订客票,验证电子客票
现在ｍｕ五四零九，在哪个航站楼办登机牌，,查询航站楼信息,51,咨询登机牌问题,查询航站楼信息
我想要改名，呃改签，,办理客票改期,2,修改客票姓名,办理客票改期
嗯就是西安咸阳，呃道，嗯新疆喀什的那个班机呃时间是，嗯，航班是多少，我订的，赵军，附近的，,查询航班动态,11,验证电子客票,查询航班动态
收了钱，完成了行程，还要等一个月后才给invoice?,申请及查询电子发票,40,验证电子客票,申请及查询电子发票
"嗯就是这个,智能的,嗯他这个乘机人的乘机人的姓名,还有这个,证件号码修改,是无法修改的,对吧嗯,那他那,航空公司有没有这方面的这个全球政策",修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
不是我是要查询，二月五号，ｆｍ九一三七的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我想更改号码电话号码，,修改客票或会员信息汇总,29,修改客票联系方式,修改客票或会员信息汇总
查询，机票名字是否正确，,验证电子客票,12,修改客票姓名,验证电子客票
平时的机票怎么预订，,预订客票,4,预订客票或兑换积分,预订客票
查机票，我，我买好的，我是，查明天的机票，会不会正常，,验证电子客票,12,查询航班动态,验证电子客票
您好我买了3月30号从东京呃飞昆明的机票是在上海中转的，但是我，上海到昆明中转的这个机票好像是呃取消了，,办理客票改期,2,查询航班动态,办理客票改期
麻烦问一下，以前我都是在，明天晚上九点钟，就是中国了，嗯，咱们东航，呃我买的我买的机票是从那个澳大利亚悉尼到上海的是周日的航班有没有啥变化了，,查询航班动态,11,办理客票改期,查询航班动态
我是那个什么改签了以后我确认一下，,验证电子客票,12,办理客票改期,验证电子客票
4月1号洛杉矶飞上海的飞机正常吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态
国内改签，哦，国内退票，,办理航班退票,3,办理客票改期,办理航班退票
精神服务券,办理服务犬,82,办理网站业务,办理服务犬
更改，美女，机票，,办理客票改期,2,修改客票或会员信息汇总,办理客票改期
就是你们1月28号飞往咸阳的那一趟，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我的退票是处于那个卖家确确认中是什么情况，,查询机票退款进度,6,办理航班退票,查询机票退款进度
查询机票邮寄情况，,查询行程单邮寄进度,17,配送行程单,查询行程单邮寄进度
请问，因为疫情原因去不了北京，可以免费退换吗？,咨询新冠肺炎防控要求,0,办理航班退票,咨询新冠肺炎防控要求
喂您好我想问一下嗯从沈阳到威海的飞机,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
请问就是说用那个纸箱它可以托运吗？,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
行程单官网可以打印吗,配送行程单,15,办理网站业务,配送行程单
请问那个我在其他平台购买的机票嘛然后是昨在昨天早上的时候然后就是申请改签了但是呢，从昨天早上到现在一直，那个他那个状态一直处于是正在改签，已经，昨天早上十点钟到现在一直处于正在改签，然后我现在能不能说，就去退票啊，,办理航班退票,3,办理客票改期,办理航班退票
嗯我想查一下4月1号有一个MU5352的航班，说发生调整了，嗯，应该怎么调整，,查询航班动态,11,办理客票改期,查询航班动态
我要退票但是退票申请一直没有处理，,查询机票退款进度,6,办理航班退票,查询机票退款进度
积分兑换的机票怎么退税费,兑换积分,41,办理航班退票,兑换积分
我改，集团，改改签，,办理客票改期,2,办理集团客户业务,办理客票改期
我想咨询一下，包机货运的价格，,咨询货运相关问题,47,预订客票,咨询货运相关问题
请帮我查一下4月26号从普洱到广东的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
东航的机票给我改签了没有，,办理客票改期,2,验证电子客票,办理客票改期
"嗯,是的,我那个行程单,我可以自己去取吗,我在哈尔滨机场能取到吗,我从北京飞哈尔滨的机票",配送行程单,15,查询机场或营业部信息,配送行程单
就是我订的票然后自己机票只有退到我信用卡里面吗，我信用卡的钱都还清了的，能不能到到到，,咨询银行联名卡业务,38,办理航班退票,咨询银行联名卡业务
好，我是北方人可能说话比较，是说话口音不大对啊，你们就是，东航的东航，到美国去的几个去的，飞机飞机，是不是每个星期一班，,预订客票,4,查询航班动态或预订客票,预订客票
我已经订了明天晚上的飞机票，要求出票寄过来，票没有寄过来，是直接去机场，这个刷会员机取票还是怎么样，想咨询一下，,配送行程单,15,办理值机选座,配送行程单
给我查一下，张美玲，退票了没有，,办理航班退票,3,验证电子客票,办理航班退票
我，麻烦我想问一下我有一我我昨天订了一个那个去杭州萧山的飞机票然后我在网上订的然后又退了但是还在申请中我麻烦问一下我这张机票，还可以使用吗？,办理航班退票,3,查询机票退款进度,办理航班退票
如何查询航班是否变更,查询航班动态,11,验证电子客票,查询航班动态
你好 我有一个度假订单 想问下能不能开发票？,申请及查询电子发票,40,预订度假产品及酒店,申请及查询电子发票
从多伦多回国在香港转机可以吗？,查询航班动态或预订客票,16,咨询中转相关问题,查询航班动态或预订客票
还没告诉你，我要改一下机票，那个户名，,办理客票改期,2,修改客票姓名,办理客票改期
现金，订票，,预订客票,4,预订客票或兑换积分,预订客票
航班说航班取消了，,办理客票改期,2,查询航班动态,办理客票改期
我改签的机票要退票费用怎么算，,办理客票改期,2,办理航班退票,办理客票改期
嗯我想咨询一下那个，11月3号，飞马德里的航班取消了，呃呃航班的变更情况，晴晴给我说一下，,办理客票改期,2,查询航班动态,办理客票改期
请问一下如果是国际航班是东航取消的话要收手续费吗？,办理客票改期,2,办理航班退票,办理客票改期
要退票，改行程，,办理航班退票,3,办理客票改期,办理航班退票
你好我想问一下，从3月29号以后，咱们从咱们航空公司从伦敦到浦东的，是不是就一般啦，每周，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
您好我是你们订的二月二十四号从海口飞到长沙的呃，客户，你们要求我们嗯因为那个班航班已经取消了，是下午两点到四点的，航班取消了要让我们退票或者是改期我想改期到十五号三月十五号前后，可以吗？,办理客票改期,2,办理航班退票,办理客票改期
托运行李，植被，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
退款什么时候退，一情，退款，,办理航班退票,3,查询机票退款进度,办理航班退票
我要在双流机场，打印行程单，可是六点钟了，都没有人，,配送行程单,15,查询机场或营业部信息,配送行程单
"那个我乘坐的航班是不是,什么改了,然后是MU22983",验证电子客票,12,查询航班动态,验证电子客票
转国际机票预订部，国际机票预订，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
嗯我想把那个7月29号的票改到6月3号有退票的情况下别人有退票的情况下，,办理航班退票,3,办理客票改期,办理航班退票
我想问一下退票都还没有退成功的话可以领取机票吗？,办理航班退票,3,办理值机选座,办理航班退票
机票退换，请接人工服务，,人工服务,13,办理航班退票,人工服务
没有意思，四周才能到账，是吗？,查询机票退款进度,6,办理航班退票,查询机票退款进度
更换手机号怎么更换，,修改客票或会员信息汇总,29,修改客票联系方式,修改客票或会员信息汇总
我不是退票，还是，我明天的航班航空公司给我取消了，,办理航班退票,3,办理客票改期,办理航班退票
喂我想问一下儿童票的相关问题，,预订客票,4,修改客票或会员信息汇总,预订客票
唉，谢谢小姐我我先跟你讲，我我这个这个，二月三号的飞机票就是，我我我我，不是我本人，我儿子已经在欧洲了，就是它到底在订的，就是，二月三号到三月十九号的飞机票，来，呃这个，来来来，程的就是要退掉，我儿子，打不通，你们，,办理航班退票,3,验证电子客票,办理航班退票
嗯机票信息有误，我需要订正，,修改客票证件,44,修改客票或会员信息汇总,修改客票证件
你好呃我是呃，两个人，徐晓峰，赵远平，两个人是1月21号从意大利飞到上海再转到温州，哦，本来是，原来是，1月3号回去的，这是一，请情况之下，我们回不去，呃请问我们的飞机票有没有时间限制，,办理客票改期,2,验证电子客票,办理客票改期
托货物托运，,咨询货运相关问题,47,咨询托运及非托运行李规定,咨询货运相关问题
景观镇能否办理登机手续，,办理值机选座,22,查询机场或营业部信息,办理值机选座
联系人和联系电话更改一下，,修改客票联系方式,52,修改客票或会员信息汇总,修改客票联系方式
"由于拉链被扯掉这个太细节!我及时检查了箱子完好情况!在上了磁悬浮才发现拉链被扯掉,发现的第一时间就联系了你们却联系不上!也是第一次坐南航的托运碰到这种问题!",投诉,50,查询遗失物品,投诉
请问，往欧洲的航线正常吗？,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
国技，改期,办理客票改期,2,办理航班退票,办理客票改期
刚才有两张机票退掉了，怎么要二十个工作日才给答复啊,办理航班退票,3,查询机票退款进度,办理航班退票
对的，从一号一直改改改，已经改了四遍了，最近改到什么时候才能够正常起飞，啊，你老是取消，已经改了四次了，,办理客票改期,2,查询航班动态,办理客票改期
那个，武汉到沈阳的航班什么时候售票，,预订客票,4,查询机场或营业部信息,预订客票
我从那个湖北天门市坐大巴到那个咸阳机场，从咸阳机场上飞机，坐你们那个东方东方航空的那个呃，飞机到阿勒泰，要什么那个登机手续呢，,咨询新冠肺炎防控要求,0,咨询乘机证件规定,咨询新冠肺炎防控要求
我买了，是十九号的票，这个票怎么处理，是那个美国飞上海的，,验证电子客票,12,办理客票改期,验证电子客票
可以，查询航班的客座率吗？,预订客票,4,预订客票或兑换积分,预订客票
不是修改，我就是东航打电话给我，我确认一下我十六号要登机登机要上飞机的登机，,验证电子客票,12,办理值机选座,验证电子客票
嗯我要问一下你那个深圳到那个南昌的7点10分的，还有，机票没有，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
机票更改，服，嗯询问，,修改客票或会员信息汇总,29,办理客票改期,修改客票或会员信息汇总
给我查一下，一，ummu，嗯，7992银川飞往乌鲁木齐31号的票给我取消掉，,办理航班退票,3,办理客票改期,办理航班退票
查一下，一月三十一号，阜阳到上海的飞机，有没有停运，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
手机会员卡，,修改会员资料,14,会员服务其他,修改会员资料
航班详情,查询航班动态,11,验证电子客票,查询航班动态
请帮我查看下这个机票，不是，昨天取消了吗，怎么今天，,查询航班动态,11,办理客票改期,查询航班动态
我没有打过，打航空电话，我查询一下退退票情况，飞机票退款情况，,查询机票退款进度,6,办理航班退票,查询机票退款进度
我问一下在朝阳到上海浦东的航班，因为啥，取消了，,办理客票改期,2,查询航班动态,办理客票改期
诶我想取消一个那个机票，今晚到，八点呃南京到大连的，三百块，,办理客票改期,2,办理航班退票,办理客票改期
嗯，肉食狗可以带上飞机，,办理小动物运输,1,咨询特殊物品运输规定,办理小动物运输
嗯请问从台州到上海的，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
嗯我刚才电话订了一张机票，嗯，然后付款没有成功所以我需要跟研究一下，因为说要发短信给我，但是我目前来说还没有收到短信，,验证电子客票,12,预订客票,验证电子客票
特殊，行李托运，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
你帮我转接人工服务，我要购买机票，,预订客票,4,人工服务,预订客票
就是我订的5月31号的机票现在取消了，能改签到最近的几号5月31号的机票，我的是，王雅新护照号是，一，87696176，我想改签改签到最近的有多少号，或者是，就是退票能全额退票吗？,办理航班退票,3,办理客票改期,办理航班退票
我想确认一下我的票是不是已经退了，,验证电子客票,12,办理航班退票,验证电子客票
你好那个我之前订的票的话到现在还有两张没退回来是咋回事啊，,办理航班退票,3,查询机票退款进度,办理航班退票
我的航班不能起飞了我怎么取消航班,查询航班动态,11,办理客票改期,查询航班动态
是用护照先买的，然后到时候等我那个通行证下来我就把那个，护，就是护照改一下，改成通行证呗，是吧,修改客票证件,44,修改客票或会员信息汇总,修改客票证件
退票转人工，国内，,人工服务,13,办理航班退票,人工服务
订一张儿童机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
退票多久到账啊，,查询机票退款进度,6,办理航班退票,查询机票退款进度
我想问一下app上订的那个座位，然后每一个座位后面写的这个英文字母代表什么意思，,办理值机选座,22,办理网站业务,办理值机选座
预定防控了订错了，,咨询新冠肺炎防控要求,0,办理客票改期,咨询新冠肺炎防控要求
您好麻烦帮我查一下马尼拉，最早日期回国是什么时候，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
8月14号上海飞首尔的机票改签的话费用是全退吗？,办理航班退票,3,办理客票改期,办理航班退票
对，查阿克苏机场的，,查询航班动态或预订客票,16,查询机场或营业部信息,查询航班动态或预订客票
嗯喂你好嗯是这样子的就是呃，因为我们在，一月三十号的时候买了那个呃东方航空的一个机票然后的话呃那边的话就是说，因为一群，这种情况的话，呃航空那边帮我们取消掉了那退款给我们走，退了两百多块钱，呃，基于现在的情况，不是全款退额吗？,办理航班退票,3,注册会员,办理航班退票
我的航班改时间了我需要通过中文那个语音，那个人工服务，,人工服务,13,办理客票改期,人工服务
你好帮我转到国内改签组，,办理客票改期,2,办理航班退票,办理客票改期
请问东方航空从纽约到上海，六月份有没有什么政策，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
呃帮我查一下，今天，ｍｕｍｕ九六六四航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
我已经订了机票退办了退票手续了，到现在，退不了款票款退不到，我个人手里啊，,办理航班退票,3,查询机票退款进度,办理航班退票
因为这边，厦门台风，我想问一下我们航班取消了没有，,查询航班动态,11,办理客票改期,查询航班动态
我前前天有退票，,办理航班退票,3,查询机票退款进度,办理航班退票
订单已经付款了但是显示没有付款是什么情况啊，,查询订单,58,预订客票,查询订单
我怎么样修改我的发票抬头改签，发票改，,申请及查询电子发票,40,配送行程单,申请及查询电子发票
我想知道我的登机口能不能查，,咨询登机口问题,56,查询航站楼信息,咨询登机口问题
查询太原到南宁的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
"南航在里程累计上,需要学习其他航空公司,这个问题很简单,不需要很长时间的,一个建议",投诉,50,补登积分,投诉
我想问一下航班我是准备到烟台，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
嗯我想看一下，十二月十三号，从洛阳飞往北京大兴，我看有一班，ｍｕ五六九六，航班我看这个航班有一个ｐ舱我想问一下这个，ｐ舱是指，咱们东航的打折超级经济舱吗？,预订客票,4,查询机型,预订客票
我想问一下我在机场能不能打印不到这个纸质的客票行程单，,配送行程单,15,查询机场或营业部信息,配送行程单
我查国内机票，,验证电子客票,12,预订客票或兑换积分,验证电子客票
查一下，山东山东到杭州的航班晚上八点钟，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
嗯是户口，嗯，如果拿户口本可以吗？,咨询乘机证件规定,32,咨询特殊物品运输规定,咨询乘机证件规定
曼德勒到昆明的票什么时候有，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
积分兑换商品消费密码忘记了，,查询积分商城,65,修改会员密码,查询积分商城
我想咨询一下机票退签的流程，,办理客票改期,2,办理航班退票,办理客票改期
噢，转人工退票，,办理航班退票,3,人工服务,办理航班退票
我要订到昆明到南宁的机票是东航的，,预订客票,4,预订客票或兑换积分,预订客票
就是下午改签的航班他还没有出票成功没有发短信通知是还没有改签成功吗？,验证电子客票,12,办理客票改期,验证电子客票
你好，为什么，十八号怎么买的那趟航班取消了，,查询航班动态,11,办理客票改期,查询航班动态
先预订，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
电子城，票信息，,验证电子客票,12,查询航班动态,验证电子客票
我去买，你家，4月23号的海口飞哈尔滨的嗯机票，九，632航班的机票我想，那就现在吧，近期，哈尔滨的黑龙江哈尔滨的疫情比较严峻形势比较严峻，所以我想念一燕期或者退票，,办理航班退票,3,咨询新冠肺炎防控要求,办理航班退票
嗯我要嗯我要了解一下我的那个航程嗯情况，,验证电子客票,12,查询航班动态,验证电子客票
我国国内航班预订的然后帮我转一下人工服务，,预订客票或兑换积分,21,人工服务,预订客票或兑换积分
您好，留学基金委给我订了票，我知道是哪一班，也知道我的护照号，能补发行程单吗？,配送行程单,15,申请及查询电子发票,配送行程单
