text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
查询航班动太，呃，转人工服务，,查询航班动态,11,人工服务,人工服务
我，你提现了多少钱，,咨询银行联名卡业务,38,验证电子客票,办理客票改期
我想请问一下那个，温哥华飞国内的航空有直飞的吗，现在有直飞的吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
东京到国内的机票六月份有没有，,预订客票或兑换积分,21,预订客票,预订客票
我是要改签一个姓名，,修改客票或会员信息汇总,29,修改客票姓名,办理客票改期
***改在合适的时间嗯那么我九月二号如果在九月二号以前买都买不到票吧,预订客票,4,办理客票改期,办理客票改期
需要美国飞到上海的机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
请问那个呃，千，5745，消毒时间，可以在飞机上免费托运行李吗，上飞机，东航的飞机，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
嗯你好我不是买那个机票正规那个机票是不是买重买呀，,办理航班退票,3,预订客票,办理航班退票
儿童怎么办理登机牌,咨询登机牌问题,25,办理值机选座,办理值机选座
麻烦帮我查一下4月2号，金边到上海的，MU6760，还直飞吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态
那个呃，明天8点30，航班取消了没有改签到7点30吗？,办理客票改期,2,验证电子客票,办理客票改期
预定今天最早的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
啊补客票，,预订客票,4,咨询候补登机,人工服务
航变航班变动，,查询航班动态,11,办理客票改期,办理客票改期
嗯我想问一下我那个航班取消退退款退票款什么时候能到，,办理航班退票,3,查询机票退款进度,办理航班退票
嗯请问那个还有伦敦飞上海的航班吗？,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
我乘坐的今天乘坐的这班航空公司，几点能登机，这班飞机，,查询航班动态,11,咨询乘机时限,办理客票改期
那个就是呃五月份从那个呃，法兰克福机场就到上海浦东机场直飞的航班，那么在法兰克福就德国法兰克福机场上机的时候就值机的时候就要起飞之前值机的时候能不能打印那个这个行程单就是呃，票是五月份的，行程单可不可以打印，,配送行程单,15,办理值机选座,查询机场或营业部信息
就是我刚刚买的那个机票我问一下买的成人的但是我要携带婴儿，有没有看，帮我查一下有没有中转，,预订客票,4,咨询中转相关问题,咨询中转相关问题
"您好我的名字,多打了一个草字头,我现在需要改期,你帮我联系一下人工服务",修改客票或会员信息汇总,29,人工服务,人工服务
嗯我订了机票想确认一下，婴儿能不能顺利的上飞机，,验证电子客票,12,咨询乘机规定,验证电子客票
请问六月份的飞机，每天都能飞吗，多伦多飞上海的，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
那为什么网上的都是锁了的，,办理网站业务,23,修改会员密码,修改会员密码
我想问一下，团队签的一个客人他没办法跟这边的，航班，一起走，然后该怎么改签呢，,办理客票改期,2,办理团队业务,办理团队业务
那我我的身份证号码和那个票上面一个字写错了,修改客票证件,44,修改客票姓名,修改客票姓名
你好我问一下，现在从日本飞往大连呢，最近的航班是哪一天，,查询航班动态或预订客票,16,预订客票或兑换积分,查询航班动态或预订客票
我想请问你那个4月6号的航班，东京到南京的航班，还继续，直飞吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
呃，冬季航线会不会改时间，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
不是，我要查一下我的机票已经改签了改签的时间不对，,验证电子客票,12,办理客票改期,办理客票改期
你好呃我怎么样用护照来置换机票，,修改客票证件,44,兑换积分,办理网站业务
你好，我是2018年11月29日从日本福冈到上海转机到山西大同的，现在要补发票，但是记录中找不到出发记录了,配送行程单,15,申请及查询电子发票,申请及查询电子发票
改期的证明，,办理客票改期,2,配送行程单,办理客票改期
非自愿退票，改签要多长时间到账，,办理航班退票,3,办理客票改期,办理客票改期
"呃我想问一下,咸阳到张家界的飞机,就是,九点半的那一趟,我能不能呃,是今天,有没有那个呃延延机",查询航班动态,11,办理客票改期,查询航班动态
喂，那我订了一张从美国飞往呃国内的这个机票，我想跟你了解一下，嗯现在订票的情况，,验证电子客票,12,预订客票或兑换积分,预订客票或兑换积分
我的国际航班是因为是多少，,查询航班动态,11,办理客票改期,验证电子客票
机票改哦不机票退退票，,办理航班退票,3,办理客票改期,办理航班退票
啊我是台胞证，我如何在线上啊，在网络上订票呢，,预订客票或兑换积分,21,办理网站业务,办理网站业务
我想咨询一下我现呃我的那个票飞机票然后现在是改签的状态吗？,办理客票改期,2,验证电子客票,验证电子客票
今天飞呃昆明飞湛江的还有没有票,预订客票,4,预订客票或兑换积分,预订客票
请问儿童购票儿童购票怎么，一送证，,咨询乘机证件规定,32,预订客票,预订客票
啊我想那个人工客服修改那个信息，,修改客票或会员信息汇总,29,人工服务,修改客票或会员信息汇总
诶你好我我有一张有个机票改签了，只有一个人成功了，然后有另外两个，嗯在取票的时候说没有成功，,办理客票改期,2,验证电子客票,办理客票改期
怎样确认8.4的里程积分,查询积分,62,补登积分,查询积分
请问我的发票给我邮过来，,配送行程单,15,查询行程单邮寄进度,配送行程单
呃6月21号从西安到揭阳的飞机票怎么取消了是怎么回事啊，,查询航班动态,11,办理客票改期,查询航班动态
帮我查一下8月5号的机票有没有，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
请问那个浦东机场现在可以去吗？,咨询乘机规定,59,查询机场或营业部信息,查询航班动态或预订客票
诶你好我想问一下就是4月14号的，因为昨天晚上我又存了一个关于美洲的时候，从国外航班飞到国内只有一班嘛然后我想问一下这个，10月14号的，这个航班有没有被取消，其实不是，到上海的直飞的航班有没有被取消，,查询航班动态,11,办理客票改期,查询航班动态
嗯我想，我这个卡要到期了吗，我要重新换张卡，,咨询银行联名卡业务,38,会员服务其他,注册会员
为什么我现在不能付款买机票他说航班的时间变动啊，,预订客票,4,办理客票改期,办理客票改期
你好我想问一下我订的那个呃27号的那个机票我早上已经退票了那个钱退到哪里去了，我没有信息啊，,办理航班退票,3,查询机票退款进度,查询机票退款进度
哎你好我想我想问一下咱们十月一号下午两点的飞机，从这内个天津至赤峰的内趟，,查询航班动态,11,查询航班动态或预订客票,预订客票
那个取消的航班退费情况,办理航班退票,3,查询航班动态,查询机票退款进度
我要订香港的是那个飞机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
人工服务，积分，,人工服务,13,会员服务其他,人工服务
厄，但是好像不能护照这一栏，只能选其他的,办理网站业务,23,办理值机选座,办理值机选座
登机需要需要的一些，,咨询乘机规定,59,办理值机选座,咨询乘机规定
我要转接人工，查询航班，,人工服务,13,查询航班动态或预订客票,人工服务
我原来订的时候5353，我后来，变更到2236这个航班就是将2236航班正常不正，,查询航班动态,11,办理客票改期,办理客票改期
你这边显示没有延误，问题是他已经我已经在机场他说已经延误了，,办理客票改期,2,查询航班动态,查询航班动态
我想申请，儿童票，,预订客票或兑换积分,21,预订客票,预订客票
登录东航网站，忘记密码，,办理网站业务,23,修改会员密码,修改会员密码
嗯我想问一下就是孩子是嗯，做，咱们东航的飞机，正好第十四天的时候，嗯他的健康码打了十四天的时候当时的航班但是可能按这个时间卡可能按这个，小时卡的话，他出现不了，小飞机，但是他已经打卡十四天了能不能坐飞机回来，,预订客票,4,办理航班退票,咨询新冠肺炎防控要求
呃，就是就是，呃那个有你们发信息来给我们说那个呃车里边那个飞机票已经改了，那么我想问的是就是呃，已经从6点20改到一点半了吗，还是没有改，只是通知我们然后让我们决定要不要改，那种，,办理客票改期,2,验证电子客票,办理客票改期
嗯预订，国内到夏威夷的航班，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
查询机票已经改签退了的怎么今天还收到登机的通知，,办理客票改期,2,验证电子客票,办理客票改期
嗯那个我需要拿之前的登机牌,办理值机选座,22,咨询登机牌问题,办理值机选座
咨询一下，马来西亚吉隆坡回到中国的，机票几号有，,预订客票,4,预订客票或兑换积分,预订客票
东航飞温哥华什么时候开通，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
呃六月有没有从上海去韩国的航班，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
我要查机票订票，,预订客票或验证电子客票,45,预订客票或兑换积分,预订客票或兑换积分
"南航明珠会员卡怎么取得呢,我已经乘坐过三次南航飞机了的",注册会员,35,查询会员卡卡号,补登积分
我要咨询，申请银卡的事，,查询会员升级或保级,70,注册会员,查询会员升级或保级
"嗯。。改签之后,行程单怎样打印",申请及查询电子发票,40,配送行程单,申请及查询电子发票
喂我想就是我有一张，就是，open1张票是2020年1月8号的，我想呢，现在把他使用，,验证电子客票,12,办理客票改期,办理客票改期
修改订单信息，烦不烦，,修改客票或会员信息汇总,29,查询订单,修改客票或会员信息汇总
我想查一下，嗯，三月十九号深圳飞上海，有吗？,预订客票或兑换积分,21,查询航班动态或预订客票,查询航班动态或预订客票
伸请，电子发票行程单打印行程单，,申请及查询电子发票,40,配送行程单,配送行程单
我要变更，小飞人的姓名，,修改会员资料,14,修改客票或会员信息汇总,修改会员资料
国际机票预订国际机票预订，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我要行程单,申请及查询电子发票,40,配送行程单,配送行程单
我查一下飞机票，安阳至北京，,预订客票,4,预订客票或兑换积分,预订客票或验证电子客票
我退票的时候钱退错了麻烦你帮我接人工台，,人工服务,13,办理航班退票,办理航班退票
"你好,我想预定一下机票从。沈阳到广州,然后,我不知道现在里程积累有多少,如果里程不够,是不是可以。补一下差价。谢谢",兑换积分,41,补登积分,兑换积分
更换绑定卡号的手机号，,修改客票或会员信息汇总,29,修改会员资料,修改客票或会员信息汇总
他是合肥到西宁的往返航班，还有返程多少你能不能看到，,验证电子客票,12,预订客票,预订客票
我买的，硕放机场到西安咸阳的飞机到现在都没有出，航班是咋回事，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
港澳通行证已经取消值机是不是在南航航空航空公司更改更改姓名，名，,修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
嗯换票或者是退票业务，,办理航班退票,3,办理客票改期,办理航班退票
刚刚收了信息说，今天湛江飞香港的航班改时间改为五点钟，非想确认一下，,验证电子客票,12,查询航班动态,办理客票改期
嗯可以但是您能，呃，能给我做一个舱位保留吗,办理值机选座,22,办理客票改期,取消订座记录
我这个是这个在线那个选座，咋选不了呢，然后我这个买这个机票又退票的信息回馈到那个别人的手机里边是咋回事啊，,查询机票退款进度,6,办理航班退票,办理航班退票
下载，行程单，国际，,办理网站业务,23,配送行程单,配送行程单
诶您好，我想查一下这个，带若营的，,验证电子客票,12,查询航班动态,查询航班动态
你好我订的是5月18号，确实，去那个运城嘛，山西运城的，但是他说机票怎么航班取消了，那个，那要是退票的话或者是改签的话扣费用吗还是原价退，,办理航班退票,3,办理客票改期,办理客票改期
他说物品的规定，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
喂请问一下明天28号从北京到温州的，11点55分，这个机票有没有取消，如果能改，没有取消，我就按时走，,办理客票改期,2,验证电子客票,查询航班动态
很无聊，人家会员服务，,人工服务,13,会员服务其他,会员服务其他
，长春到上海的话需要提前填写什么，健康申请卡吗？,申请健康申明,49,咨询新冠肺炎防控要求,申请健康申明
请问那个，这周六，盐城到首尔的那个机票，是如期进行吗，还是说改了还是怎么的，,查询航班动态,11,查询航班动态或预订客票,办理客票改期
没有显示登机口信息，,查询航站楼信息,51,咨询登机口问题,咨询登机口问题
MU5375，可以带小孩吗？,预订客票,4,人工服务,预订客票
武汉天河机场，现在还可以飞吗？,查询机场或营业部信息,24,查询航班动态或预订客票,查询航班动态或预订客票
六月份的机票还有吗？,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我的登機牌不見了要如何申請,办理值机选座,22,咨询登机牌问题,办理值机选座
我，我叫罗军，我买了6月12号一个航班从连云港飞重庆的现在我人现在我现在从南从连云港到南京的这个航班是正常的，没，取消但是从南京到重庆的航班，呃呃，2892，已经取消了，,办理客票改期,2,查询航班动态,办理客票改期
预定国际机票，昨天的，就是我我是我支付那票我，他不，还是出了吗？,验证电子客票,12,预订客票或兑换积分,预订客票
查询6月21号MU5391，航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
等一下，国内退票，部，改签退票，,办理航班退票,3,办理客票改期,办理客票改期
"我这边呃东航的那个,贵宾卡的号忘掉了,我现在就想想想通过网上办那个登机牌办了",办理值机选座,22,查询会员卡卡号,办理值机选座
你好，就是有一张机票他办了升舱现在我要把那个升舱的那个发票开一下给我，,配送行程单,15,申请及查询电子发票,申请及查询电子发票
我带着小孩，我我的意思是带着小孩子坐飞机我买票那个小孩子没有户口买不到票，怎么做，怎么购票，,预订客票,4,咨询乘机证件规定,咨询乘机证件规定
嗯请问一下，六月份的，航班信息发不了，没有，,预订客票,4,验证电子客票,查询航班动态或预订客票
嗯机票，嗯嗯，飞机状态查询，,验证电子客票,12,查询航班动态,查询航班动态
"哦,我要牵转国内票帮我转一下",办理客票改期,2,人工服务,人工服务
啊你好我想问一下就是我买的机票，我从哪个口近，然后我的机票，没显示，我想问一下，,咨询登机口问题,56,验证电子客票,验证电子客票
"emmu5643,从上海飞往天津的飞机几点钟值机",办理值机选座,22,查询机场或营业部信息,查询机型
查一下我改签的航班，,办理客票改期,2,查询航班动态,办理客票改期
查询一下，煲机，是否为真，,预订客票,4,验证电子客票,预订客票
你要转人工台，我要退票是吗？,办理航班退票,3,人工服务,人工服务
航班还没有收到短信,验证电子客票,12,查询航班动态,验证电子客票
你好我想要询问二月五号从芝加哥飞回上海浦东机场的航班信息，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
查询班次，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
请问一下我这个选座怎么选不成，啊，显示信息不对是什么情况啊，,修改客票或会员信息汇总,29,办理值机选座,办理值机选座
上海到那个越南的航班什么时候开通，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
怎么办理那个就是那个，已值机，那个，在手机上已经设置了，那个已值机然后我们现在要改签需要把那个取消了，,办理客票改期,2,取消值机,办理客票改期
你好我要确认改签的情况，,办理客票改期,2,验证电子客票,验证电子客票
嗯会员号码找回,修改会员密码,26,查询会员卡卡号,查询会员卡卡号
我想咨询，武汉到巴黎，八月份的机票预订，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
登机和转机的规则，,咨询乘机规定,59,咨询中转相关问题,咨询中转相关问题
官网查询取消，看一下有没有保护航班谢谢,验证电子客票,12,办理客票改期,办理网站业务
你好我想问一下我买的那个飞机票为什么会改会取消了航班怎么会取消，,办理客票改期,2,查询航班动态,查询航班动态
啊你好你好我是那个就是那个机票那个罗明证那个证字写错了，写证明的证，,修改客票姓名,27,修改客票证件,修改客票证件
那个申请开发票的问题,配送行程单,15,申请及查询电子发票,配送行程单
哦，没有我就是说那个我订我订了昨天的航班取消了我在手机上改签，然后叫你帮我查一下看有没有改到，,验证电子客票,12,办理客票改期,验证电子客票
我买的机票给你们去机场给取消了那个积分有没有给我们退回来，,办理航班退票,3,补登积分,兑换积分
嗯我想问一下我先订了一张机票嗯办的有那个托运行李的，后面，我改签了之后，,办理客票改期,2,咨询托运及非托运行李规定,办理客票改期
"您好我这个航空的那个呃机票上面的那个身份证上打错了一个字,这个连",修改客票证件,44,修改客票姓名,修改客票证件
就是我没有身份证了，就是，怎么买票，,咨询乘机证件规定,32,预订客票,咨询乘机证件规定
退票查询，人工，,人工服务,13,办理航班退票,办理航班退票
哎喂你好我是想那个做那个呃国际航班的那个去美国纽约的呃乘坐那个有没有要去出发美国的纽约的那个，有没有什么要求，坐飞机，,咨询乘机证件规定,32,咨询乘机规定,预订客票
嗯我看到官网上号有那个从伦敦到上海的5月29号的机票，有候补的，这个可以填吗，真实的吗？,办理网站业务,23,咨询候补登机,咨询候补登机
受益人信息让补充生日为啥网上无法填写,办理网站业务,23,咨询受益人问题,咨询受益人问题
他是尊敬的，马嘉欣，旅客我们抱歉的通知你由于疫情影响，您订的2020年4月26号乌鲁木齐的乌堡飞机飞往昆明长水，5562，航班取消，请你尽快确认您的行程，如有改期或退票，你可以通过东方航空航空app，查询，,办理客票改期,2,办理航班退票,办理客票改期
嗯问一下子那个，威海，航空公司那个值机，电话有吗？,办理值机选座,22,查询机场或营业部信息,查询机场或营业部信息
就是我不，改签了，他把钱退给我了，还能不能正常走，,办理值机选座,22,办理客票改期,办理客票改期
嗯。电子行程单,申请及查询电子发票,40,配送行程单,申请及查询电子发票
我要查询从安徽合肥市到广东揭阳潮汕机场的票，,预订客票或验证电子客票,45,预订客票,预订客票或兑换积分
我说这趟航班是飞到，景迈机场，然后我想问一下，人道了，景迈机场，以后能不能顺利出机场，,验证电子客票,12,查询航班动态,查询航班动态
嗯帮我查一下4月9号，温州到武汉，早上7点40的航班有没有，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
后面，那个叫里查那个，要不，要不，再往后，推一天，,办理客票改期,2,查询航班动态,办理客票改期
查询二十三号的退呃，一月三十号的，退票信息，,办理航班退票,3,查询机票退款进度,办理航班退票
国内机票退，转人工，,人工服务,13,办理航班退票,人工服务
我想想问问，我们孩子8岁，上海飞西安,预订客票,4,咨询乘机证件规定,办理无成人陪伴儿童
呃我要呃就是保留机票一订定订机票，,关联客票,90,办理客票改期,办理客票改期
不要，我要问，强了他，台湾人路，从加拿大入境中国的，签证问题，,咨询乘机证件规定,32,咨询签证相关问题,咨询签证相关问题
我想问一下我们一月八号的早上七点的航班是不是改签了，,验证电子客票,12,办理客票改期,验证电子客票
支付会员服务，,兑换积分,41,会员服务其他,会员服务其他
呃您好那个我预订的今天晚上那个啊今天下午五点左右从香港飞昆明长水的那个机票我们同乘的有三个人的麻烦您，有个小朋友小朋友能不能提前帮我们提前在网上帮我们做下值机,办理值机选座,22,预订客票或兑换积分,办理值机选座
我要查询，转机时间，,咨询乘机时限,31,查询航班动态,查询航班动态
嗯我的机票昨天那个是那个墨尔本直飞上海的那个，4月4号的，现在已经取消了然后那个航班取消了现在我那个昨天因为你们相关的政策没有出来，我，所以我退票了现在我想改成改签可以吗？,办理客票改期,2,办理航班退票,办理客票改期
嗯是这样子因为坐飞机要带个小宝宝一岁可以带吗？,咨询乘机规定,59,预订客票,咨询乘机证件规定
我商城积分兑换的订单什么才能到啊,查询积分商城,65,兑换积分,查询积分商城
啊咨询行程单配送业务，因为，我就要查一下我的行程单的单号是多少，,查询行程单邮寄进度,17,配送行程单,查询行程单邮寄进度
六月份，纽约到上海的机票能不能预约，,预订客票或兑换积分,21,预订客票,预订客票
我是，身份证丢了想用护照登机，,咨询乘机证件规定,32,修改客票证件,咨询乘机证件规定
***是退票了还是，是，你们退票了我还是在想其他办法要去，去走的，,办理航班退票,3,办理客票改期,办理客票改期
"嗯,查询国际航班",查询航班动态,11,预订客票,查询航班动态或预订客票
喂你好可以跟那个一个我改张票的名字跟身份证号码可以改吗？,修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
呃那个退票，超过了时间，那差，已经三周了，什么时候退，大概，,查询机票退款进度,6,办理航班退票,查询机票退款进度
修改联系人的电话和姓名，,修改会员资料,14,修改客票或会员信息汇总,修改客票或会员信息汇总
嗯修改账户邮箱，,修改会员资料,14,修改客票或会员信息汇总,修改会员资料
就是那个4月8号温州飞武汉的早上七点多的飞机是不是改改成晚上的了，,办理客票改期,2,查询航班动态,办理客票改期
你好我想问一下那个呃，咋死的，那行李可以带上飞机吗？,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
我想换票，,兑换积分,41,办理客票改期,兑换积分
查询飞机票，,验证电子客票,12,预订客票或兑换积分,预订客票或兑换积分
我现在没有超过，但是我我我想的是能够能不能尽快退我的那个钱，因为我们现在那个呃预算的话，可能比较紧张，那个机票如果不能及时退的话可能会打乱我们的计划，知道吧，,办理航班退票,3,查询机票退款进度,办理航班退票
"我等一下,查询航班",查询航班动态,11,查询航班动态或预订客票,查询航班动态
我在网上买的票然后身份证掉了，,咨询乘机证件规定,32,查询遗失物品,咨询乘机证件规定
呃八十岁以上老人呃从上海飞那个，夏威夷，航班可以呃可以买票吗？,预订客票,4,办理高龄老人,办理高龄老人
我订的机票，咋说，嗯11月11日订的机票，咋说，怎么灰机取消了啊，,查询航班动态,11,办理客票改期,查询航班动态
订票需要多久，,预订客票或兑换积分,21,预订客票,预订客票
嗯我要报销，嗯，由于航班改签不了，现在发送不了，呃其他东西，呃申请，查票号，,办理客票改期,2,配送行程单,办理客票改期
查询，飞美国的航班，人工服务，,人工服务,13,查询航班动态或预订客票,人工服务
婴幼儿订票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
嗯是这样的嗯我已经点了，这个，忘记密码但是显示出来的那个，电话号码和邮箱都是错误的，我想修改一下，请问在什么地方，可以修改，,修改会员资料,14,修改客票或会员信息汇总,修改会员资料
嗯我订的航班被调整了，呃，想落实一下怎么回事，,办理客票改期,2,查询航班动态,办理客票改期
就是，我从万州机场到浦东机场，1月23号那个退票这个钱怎么一直没退给我，,办理航班退票,3,查询机票退款进度,查询机票退款进度
我退票怎么没有给我回复啊，,查询机票退款进度,6,办理航班退票,办理航班退票
您好我想取消那个，因为以前的原因，取消，我现在买的飞机票是南京到海口的我想取消这个航班，,办理客票改期,2,办理航班退票,办理航班退票
人工帮助，改签机票,人工服务,13,办理客票改期,办理客票改期
查一下3月14号从上海浦东到东京羽田的，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
我的航航班是不是，贝贝你贝，你们更改了，,验证电子客票,12,办理客票改期,修改客票姓名
我要查上海飞罗马的机票，,查询航班动态或预订客票,16,预订客票或兑换积分,查询航班动态或预订客票
呃我想问一下东航的话在在机场可以用积分换，那个休息室吗？,兑换积分,41,咨询贵宾室业务,咨询贵宾室业务
请问是从上海哪个机场出发的，,验证电子客票,12,查询航班动态,咨询新冠肺炎防控要求
群，我的报销凭证是否邮寄过来了，,申请及查询电子发票,40,查询行程单邮寄进度,配送行程单
嗯你好请你给我查一下子，有没有，从你们机场十九号飞到，就是安徽合肥的票，,预订客票或验证电子客票,45,预订客票或兑换积分,预订客票或兑换积分
请帮我转接人工服务，我有有关会员卡的问题，,人工服务,13,会员服务其他,人工服务
我是2020年10月21日长沙飞往兰州的飞机，,验证电子客票,12,查询航班动态或预订客票,查询航班动态或预订客票
嗯我订的十二号的8点10分的航班到上海浦东的从长春到上海浦东t1t2航站，刚给我发信息，取消什么意思，,办理客票改期,2,查询航班动态,查询航班动态
我要查三月份的飞机票，,验证电子客票,12,预订客票或验证电子客票,验证电子客票
等一下，你好我订的是9月23号从云南大理飞到西双版纳的航班，嗯第二程是17点55，在昆明长水机场起飞的，我刚才收到一个信息说是这个航班取消了是吗？,查询航班动态,11,办理客票改期,查询航班动态
1987，身份证行驶证可以去官网去，,咨询乘机证件规定,32,办理网站业务,办理网站业务
11月30号的航班为什么又取消了，这下，人工，,查询航班动态,11,人工服务,人工服务
我的飞机票我买的飞机，那是怎么回事，我买是3月20号的，他告诉我，停飞了要给我改成，3月21号的，一停飞了但是我现在查了一下，以后是10月20号的也有，,办理客票改期,2,办理航班退票,办理客票改期
上次我订了两张机票，我在那个公众号里面，已经退票了他说我没有退票成功是什么原因，,办理航班退票,3,查询机票退款进度,查询机票退款进度
嗯航班已经改行想确认一下信息，,办理客票改期,2,验证电子客票,验证电子客票
嗯改签，转人工，,人工服务,13,办理客票改期,办理客票改期
想找3月30号那个从纽约飞往上海的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
我不需要到那个航空公司那里去买吗，直接到官网买就可以了吗？,预订客票,4,办理网站业务,预订客票
我刚第一次用官网订了明早航班的两个座位，成功后发现姓名后的号码不是我的身份证号,修改客票证件,44,验证电子客票,验证电子客票
陪送申请单,配送行程单,15,办理无成人陪伴儿童,验证电子客票
"我想查询一下,一个例子,订单记录",验证电子客票,12,查询订单,验证电子客票
诶你好请问一下，的飞机都可以携带什么吗？,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
嗯套票，样子，发票的开具，,配送行程单,15,申请及查询电子发票,申请及查询电子发票
我订单号1879365769什么时候发票能送到我指定的地址？快递费已付,查询行程单邮寄进度,17,申请及查询电子发票,申请及查询电子发票
我的机票被改了座位然后问一下原因，,办理客票改期,2,查询航班动态,办理值机选座
请问怎么补票，,预订客票,4,咨询候补登机,咨询候补登机
我要修改一个嗯联系方式，,修改客票或会员信息汇总,29,修改客票联系方式,修改客票或会员信息汇总
"我想问一下我,够了,25号的从南京到鄂尔多斯的这个飞机票已经已经这个买了已经购票成功了在现在我看到这个同一班航空,他有打折又打折便宜了好多,我在想我能不能同一个航班退掉之后再重新订",办理航班退票,3,预订客票,办理航班退票
我想查询一下七月的航班动态,查询航班动态或预订客票,16,查询航班动态,查询航班动态
天津，可以打印行程单吗？,配送行程单,15,查询机场或营业部信息,配送行程单
你好我想问一下我是嗯，国外去，嗯就是去年就是呃十十二月份回来的，十二月份回来，因为这个月清了，我出不去嘛，但是我机票呃，一直都是没有改的，,办理客票改期,2,办理航班退票,办理客票改期
嗯大兴机场是不是不用取登机牌，直接用身份证就可以登机，,查询机场或营业部信息,24,咨询登机牌问题,咨询登机牌问题
呃订国际的航班，,预订客票,4,预订客票或兑换积分,查询航班动态或预订客票
"我是济宁的,哈尔滨的,乘客,飞机晚点了,我们要说法",投诉,50,办理客票改期,投诉
请问FM92089号在哪个航站楼,查询航站楼信息,51,查询机场或营业部信息,查询机场或营业部信息
请问我那个，旧金山，菲菲那个上海浦东转机阳机场的机票，,查询航班动态或预订客票,16,验证电子客票,预订客票或兑换积分
李连武，她太明白了，我靠，请给我取消，呃今天晚上二十二点三十的呃航班，,办理航班退票,3,办理客票改期,办理客票改期
"呃您好我这边有,十几个人,机票想退,我想问一下,该怎么办",办理航班退票,3,办理团队业务,办理航班退票
为什么订了票，退款查不了订单，,办理网站业务,23,办理航班退票,办理航班退票
咨询飞机上可以携带的物品，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
修改ａｐｐ，更改客户姓名，,修改会员资料,14,修改客票或会员信息汇总,修改客票或会员信息汇总
你好麻烦帮我查一下3月28号，洛杉矶至武汉的，哎至上海的航班航班586，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
航班兑换，不对信息不对，,修改客票或会员信息汇总,29,兑换积分,兑换积分
航班动态，然后，接听一下客服，,人工服务,13,查询航班动态,查询航班动态
我12的机票 忘了开发票,申请及查询电子发票,40,配送行程单,配送行程单
嗯我之前我前两天订的票是那个6月1号下午七点，西安飞敦煌的票但是我刚才查了一下那那一趟航班变成变成十二点到呃变成两点到四点飞东航的了，我想查一下，,验证电子客票,12,办理客票改期,办理客票改期
票改签退票，嗯，,办理航班退票,3,办理客票改期,办理客票改期
我想查询一下，西宁到西安要多久，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
人家，电子报销凭证，,申请及查询电子发票,40,配送行程单,申请及查询电子发票
嗯老年登机，有什么要求，,咨询乘机规定,59,办理高龄老人,咨询新冠肺炎防控要求
我要更改机票，帮我转接人工谢谢，,人工服务,13,办理客票改期,人工服务
我明天有一个航班腾冲到昆明的，怎么起，延误了，,办理客票改期,2,查询航班动态,办理客票改期
从温哥华到上海有没有机票，,预订客票,4,预订客票或兑换积分,预订客票
退款多长时间，,办理航班退票,3,查询机票退款进度,查询机票退款进度
我想问一下从南京飞二十号到南京到三亚的机票，,查询航班动态,11,预订客票,预订客票
我这个手机上面这个动态是显示的，哦，该航班已取消，,查询航班动态,11,办理客票改期,办理客票改期
喂您好我订的那个机票明天去香港的早上十点十分的那一班航班号是ｍｕ二零八，我现在要取消，因为台风的原因我怕明天飞不了，,办理客票改期,2,办理航班退票,办理客票改期
你好请问一下，精神残疾，可以坐飞机吗？,办理患病旅客,81,特殊服务汇总,特殊服务汇总
