text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
嗯我之前在网上买的那个航空那个机票取消了是吗，2月9号号，,验证电子客票,12,验证电子客票,办理客票改期
我说我刚查那个订单有没有改签的动作，,办理客票改期,2,办理客票改期,验证电子客票
"我之前用里程积分为家人兑换了一张机票,现在想退票了,怎么操作?在订单里也查不掉",办理航班退票,3,办理航班退票,兑换积分
我需要28号曼谷到广州的机票行程单,申请及查询电子发票,40,申请及查询电子发票,配送行程单
嗯我想把我原来的机票是国航的，是不是能调到，东航，,办理客票改期,2,办理客票改期,验证电子客票
会员的时候，那个机票是免费退票的，为啥，我在收手续费呢，,办理航班退票,3,办理航班退票,会员服务其他
你先不要那个了，我先订个票吧，嗯好,预订客票或兑换积分,21,预订客票或兑换积分,办理客票改期
我是说我订的是6月8号6月8号的机票怎么弄成十号的了，他给我，,办理客票改期,2,办理客票改期,验证电子客票
"我想问那个,我在登机的时候办理的那个托运,然后我刷机的时候,托运的,户,在哪里取啊",咨询托运及非托运行李规定,33,咨询托运及非托运行李规定,查询遗失物品
无成人陪护儿童可以网上值机吗,办理值机选座,22,办理值机选座,办理无成人陪伴儿童
帮我查一下今天从西安到南昌的机票,预订客票,4,预订客票,预订客票或兑换积分
我想问下，我需要再飞行多少次变回金卡,查询会员升级或保级,70,查询会员升级或保级,预订度假产品及酒店
我想打一张电子票，我的新，飞机票已经改签了，在，电子票没打过来，,配送行程单,15,配送行程单,办理客票改期
工客服，你好，我得先进去了，找一，我下来之后就进不了行程单了，,配送行程单,15,配送行程单,人工服务
我要删除，注册号，,注销会员,79,注销会员,合并会员卡
机票值机值机，之后的，座位改签，,办理值机选座,22,办理值机选座,办理客票改期
婴儿座位预订，,预订客票,4,预订客票,办理值机选座
退票，嗯，和改票的手续费是多少，,办理客票改期,2,办理客票改期,办理航班退票
哎我问一下我刚才那个退那个票退完了以后一个是那个那个，去那个湛江的，还有个湛江返回来的，怎么，退完票以后没有什么信息啊，,办理航班退票,3,办理航班退票,查询机票退款进度
"你们必须给我补登积分,不然我就投诉",补登积分,39,补登积分,投诉
对托运两个货物吗？,咨询货运相关问题,47,咨询货运相关问题,咨询托运及非托运行李规定
嗯更改，国内机票，,办理客票改期,2,办理客票改期,修改客票或会员信息汇总
我直接说那个，潮汕机场到上海要多长时间，8点05分的，,查询航班动态,11,查询航班动态,咨询乘机时限
我要改签，姓名，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改客票姓名
然后她说没有了，就是在订票的时候它就没有了，会有这种情况吗？,预订客票或兑换积分,21,预订客票或兑换积分,验证电子客票
你好麻烦我想问一下那个就是护照换了新的护照，嗯，在你们那边能够出办理出境吗？,咨询签证相关问题,30,咨询签证相关问题,咨询乘机证件规定
两岁不到的小孩买半票还是免票,预订客票,4,预订客票,兑换积分
下午我想问一下，请问那个我我一开始订的那个十六号的票它改成十八号了，为什么他又说十八号的，然后就退了呢，,办理航班退票,3,办理航班退票,办理客票改期
哦不是的，,否定,84,否定,肯定
就是，我改签了之后就重新买的那个机票呃买的那个，前面那个，新的旧的那个机票的钱什么时候退给我，,查询机票退款进度,6,查询机票退款进度,办理客票改期
现在售出多少张票了，,预订客票,4,预订客票,验证电子客票
团队，退票，,办理航班退票,3,办理航班退票,办理团队业务
等哈，你不懂啊，那个航班取消，,办理客票改期,2,办理客票改期,查询航班动态
我是推推，我是你给我发的短信，改变这个，行行程退票的事怎么处理，,办理航班退票,3,办理航班退票,办理客票改期
我问一下，从龙湖到法，法兰克福是英国航空买的是联程票但是行李不直挂在机场要重新托运需要不需要改时改签，,办理客票改期,2,办理客票改期,咨询中转相关问题
我把票买错了这边可以改一下吗，转接人工服务，,人工服务,13,人工服务,办理客票改期
查询呃，中信银行，东方航空卡的里程，,咨询银行联名卡业务,38,咨询银行联名卡业务,查询积分
不是就是保险退款退票，,咨询保险业务,66,咨询保险业务,办理航班退票
FM9268，重庆到虹桥，陈媛婷，非常不错服务到位，,投诉,50,投诉,查询航班动态
延误证明怎么开？,申请及查询电子发票,40,申请及查询电子发票,申请航班延误取消证明
退票还没，,办理航班退票,3,办理航班退票,查询机票退款进度
你给我查询一下，大庆到青岛的飞机，,查询航班动态或预订客票,16,查询航班动态或预订客票,预订客票
喂你好你看我是一个客户，我现在订的北京的机票，刘玉琴，又不能去了我想保留，座号，或者是退票，看行吗，怎么个扣法扣多少，如果保留，做号，下次再买行吗？,办理客票改期,2,办理客票改期,办理航班退票
变更电话号码,修改会员资料,14,修改会员资料,修改客票或会员信息汇总
嗯我想查询一下那个后补牌多，我前面有多少位，,咨询候补登机,10,咨询候补登机,办理值机选座
帮我改机票，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,办理客票改期
我要订20号马尼拉到北京的经济舱机票,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
我在飞猪ａｐｐ上面订的票，都现在还没有，我申请了退票为什么现在还没有退票，,办理航班退票,3,办理航班退票,查询机票退款进度
你好我在，谁，我订了一个东航的行程单那么我现在应该怎么样去订机票呢，,预订客票或兑换积分,21,预订客票或兑换积分,配送行程单
我想在西安机场修改我的会员信息,查询机场或营业部信息,24,查询机场或营业部信息,修改会员资料
我已经改签过了，他的，行程单没发给我，,配送行程单,15,配送行程单,办理客票改期
我想查询一下我的飞行时间,验证电子客票,12,验证电子客票,查询航班动态
黄水姑，机场可以去东航的行程单吗？,查询机场或营业部信息,24,查询机场或营业部信息,配送行程单
啊我我买了一张机票，嗯，然后在那个已经验证，就是那，那就是到呃那个到时候他能按时起飞吧，,查询航班动态,11,查询航班动态,验证电子客票
你好我问一下我这个这个积分兑换他这个支付密码好像不对怎么回事啊，我原来是对的，,修改会员密码,26,修改会员密码,兑换积分
哎对对就是，就是选择其他，然后然后就是他上面，姓名显示就不对，他姓名，我没办法改，他把研魏写在一起然后洪分开来写，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改客票姓名
二月十号从太原到杭州的航班取消了，,办理客票改期,2,办理客票改期,查询航班动态
我想问下用信用卡买机票能查到吗？,验证电子客票,12,验证电子客票,咨询银行联名卡业务
东方在新加坡哪个航站楼,查询机场或营业部信息,24,查询机场或营业部信息,查询航站楼信息
请问明珠会员兑换的免票可以退票吗?,办理航班退票,3,办理航班退票,兑换积分
不是，买了机票要改，你你那边是改行了，我差一位朋友，没有信息，,办理客票改期,2,办理客票改期,验证电子客票
没有台吗，怎么了，可以啊，,人工服务,13,人工服务,修改客票或会员信息汇总
别打人改啦婴儿没有,办理客票改期,2,办理客票改期,查询积分
我这个东航这个票是从那个上海到哈尔滨的完了给我取消了吗，这个，这个机票取消了我我要我要求退票，我看看，他给我来一信息给我，写的，改签，那什么，我不需要改签，我需要退票，,办理航班退票,3,办理航班退票,办理客票改期
退款的话是退回你之前付钱的那个账户吗？,办理航班退票,3,办理航班退票,查询机票退款进度
我是5月6号赣州到昆明的航班是6点5分到昆明，,验证电子客票,12,验证电子客票,查询航班动态或预订客票
麻烦你给我转接一下，国际航班查询部，,人工服务,13,人工服务,查询航班动态或预订客票
残疾证有没有优惠，,咨询乘机证件规定,32,咨询乘机证件规定,预订客票
我要查，我的飞机是从哪飞，,查询航班动态,11,查询航班动态,验证电子客票
我刚刚那个是电话没评价，我是给他一个特别满意的评价，,投诉,50,投诉,人工服务
我要预订，明年1月29号上海到长春的龙嘉机场的机票，,预订客票,4,预订客票,预订客票或兑换积分
该产品暂不支持婴儿票是什么意思，,办理网站业务,23,办理网站业务,预订客票
他写的是，退票审核未通过，,办理航班退票,3,办理航班退票,查询机票退款进度
呃我想请问一下我，假如是我，今天下午购买今天晚上十点钟的票我可以直接去机场拿吗？,办理值机选座,22,办理值机选座,查询机场或营业部信息
哦我刚才，来晚了，就是登机牌已经关闭了，换不了登机牌了，,办理客票改期,2,办理客票改期,咨询登机牌问题
我错过了我的，中转航班，该怎么办呀，,咨询中转相关问题,5,咨询中转相关问题,办理客票改期
我的航班，昨天接了个，那个短信说是从浦东国际机场改到虹桥了我想确认一下，,办理客票改期,2,办理客票改期,验证电子客票
婴儿车托运，尺寸标准，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
同一个姓名重复出票了，,办理航班退票,3,办理航班退票,修改客票或会员信息汇总
25号的票还会降吗？,预订客票,4,预订客票,查询航班动态
你现在看到其他那8个的从34-37都是我昨晚复新选的，又扣了每个人100元。之前那个机型选的费用没退给我！而且没有通知！,取消值机,36,取消值机,办理航班退票
我订的那个票确实芒市去深圳的票怎么六号的票怎么取消了呢，,查询航班动态,11,查询航班动态,办理客票改期
你好请转，电商电商旅游度假部，,预订度假产品及酒店,76,预订度假产品及酒店,查询积分商城
嗯我想要那个机票退票的那个报销款，嗯，电子行程单，,申请及查询电子发票,40,申请及查询电子发票,配送行程单
我想订清真餐能订吗,申请特殊餐食,55,申请特殊餐食,预订客票或兑换积分
经济舱也没有位子啊？卖光了还是怎么,预订客票,4,预订客票,办理值机选座
"他让我修改那个嗯,邮箱,我怎么修改,为什么要修改,她说已经绑定了我的那个账户邮箱,让我修改邮箱,我修改,还上班,修改,是吗",修改会员资料,14,修改会员资料,修改客票或会员信息汇总
我想查询一下，南京禄口飞往太原武宿的，MU2136航班，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
喂你好，嗯麻烦你帮忙查一下就是嗯吴小玉是哪一天从揭阳飞往上海的，,验证电子客票,12,验证电子客票,查询航班动态
啊我怎么修改，我新换的，护照号码在app上app上嗯，我不会修改，,修改会员资料,14,修改会员资料,修改客票证件
嗯我在网上订的之前订的票那个航班取消了，,办理客票改期,2,办理客票改期,查询航班动态
我没我的身份证给我输报多少，你的身份证不在我这，那飞机上吗？,咨询乘机证件规定,32,咨询乘机证件规定,查询遗失物品
你好，我在全球酒店定了香港的酒店，怎么显示是取消了,预订度假产品及酒店,76,预订度假产品及酒店,查询航班动态
你好我想咨询一下5月29号从首尔飞上海的航班起飞吗？,查询航班动态,11,查询航班动态,查询航班动态或预订客票
嗯咨询一下，怎么样，取消网上的那个选座,取消值机,36,取消值机,办理值机选座
就是升级，东航会员，人脸识别不上，,办理网站业务,23,办理网站业务,查询积分累积标准
请问登机口关闭时间，,咨询乘机时限,31,咨询乘机时限,咨询登机口问题
我想咨询一下，布洛芬可不可以带上飞机，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,查询航班动态
我电脑在宝安机场丢失了，帮我查一下可以查到吗？,查询遗失物品,34,查询遗失物品,查询机场或营业部信息
嗯我要变更一下我的那个预留的那个邮箱的那个地址，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改会员资料
已经打过两次客户电话了 重发的电子行程单 还是没有护照号,申请及查询电子发票,40,申请及查询电子发票,配送行程单
喂你好我这张卡片，嗯，到六月份已经到期了然后我这边的，的居住地址，有点变更了我想改变一下，居住地址，,修改会员资料,14,修改会员资料,咨询银行联名卡业务
咨询其他业务，,人工服务,13,人工服务,查询航班动态或预订客票
"呃您好请问一下我今天有订那个,宜昌到,呃宜昌三峡机场到上海浦东机场的那个机票吗",验证电子客票,12,验证电子客票,预订客票
我想这个咨询几个问题，你也可以，转为个人服务吗？,人工服务,13,人工服务,办理高龄老人
"你好我今天的东方航空航班,里程和航段我要记到南方航空",补登积分,39,补登积分,查询积分累积标准
修改绑定电话号码,修改会员资料,14,修改会员资料,修改客票或会员信息汇总
呃请问发行程单，我和黄啥，他们可以带上飞机吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,配送行程单
"那个浦东,今天,我今天早上那个5437,那个飞机是晚点了",办理客票改期,2,办理客票改期,查询航班动态
你好我想问一下呃如果说这个，由于一些问题，取消航班的话，那请问航空公司会负责后续的这个改签跟退退票吗？,办理客票改期,2,办理客票改期,办理航班退票
您好那个吴成仁陪伴儿童服务资料怎么填写呢,办理无成人陪伴儿童,18,办理无成人陪伴儿童,预订客票
有没有3月24号星期二，从曼彻斯特出发到上海的机票，,预订客票或兑换积分,21,预订客票或兑换积分,查询航班动态或预订客票
几点结束安检，,咨询安检相关问题,74,咨询安检相关问题,咨询乘机时限
买的飞机票什么时候能出票，,验证电子客票,12,验证电子客票,预订客票
"请问我的那个身份证掉了明天的飞机,我,可以用护照登机吗",修改客票证件,44,修改客票证件,咨询乘机证件规定
对我有经济舱的机票，一打听，是否可以改为商务舱的机票，,办理客票升舱,72,办理客票升舱,办理客票改期
两周多了，上头有，原来是饭口，已经半个月了，退票退票时间，,查询机票退款进度,6,查询机票退款进度,办理航班退票
帮我查一下现在有没有退给我，,查询机票退款进度,6,查询机票退款进度,办理航班退票
我买机票的话，需要开整容证明吗？,办理患病旅客,81,办理患病旅客,咨询新冠肺炎防控要求
我发给你，查查航班，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
嗯是这样子的我刚刚嗯订了一张呃订了两张返程的一张，嗯，一趟机票然后联系人那边呢，哎呦，刚开始不太明白然后我写的不是我的电话号码我，我何不是我的名字，我想问一下可以更改吗？,修改客票联系方式,52,修改客票联系方式,修改客票或会员信息汇总
喂你好，就是，票寄错地方了可以更改地址吗？,配送行程单,15,配送行程单,修改客票或会员信息汇总
我已购买了21号的机票，因为我们这边大雪封路走不了，我要退票，至今未处理，,办理航班退票,3,办理航班退票,查询机票退款进度
我想查一下，国际航班需要什么材料，登机，,咨询乘机证件规定,32,咨询乘机证件规定,办理值机选座
不给我介绍，我年龄大，耳朵也不太好使，我也不太会操作，我已经叫别人帮忙，进入app了，什么都到位了，就是无法兑换，我刚，跟客服也联系了现在，她让我去重新下载，我又找人重新下载了app，现在又进入界面还是选定，不是兑换好吗，,兑换积分,41,兑换积分,办理网站业务
他们定的是明天早上三十一号早上七点三十五的吧,验证电子客票,12,验证电子客票,查询航班动态
你好你刚刚短信收到一个说明天我那个七点五十的那个航班改成十一点，是吗？,办理客票改期,2,办理客票改期,查询航班动态
不是我是想问一下，菲律宾的，这边的航空什么时候能飞，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
5月18号西安飞悉尼已经值机了可以退吗怎么退，,取消值机,36,取消值机,办理航班退票
我查一下我的那个订单，还有还有没有，我的票查一下，,验证电子客票,12,验证电子客票,查询订单
我微信订票，如何开票,申请及查询电子发票,40,申请及查询电子发票,预订客票
行程信息提取不到,验证电子客票,12,验证电子客票,办理网站业务
啊那个，一月十九号，二月十九号的航班取消了，呃我老公的机票改到二十号，可是我的还没有改，我想问一下我的机票是不是也改到二十号了，,办理客票改期,2,办理客票改期,验证电子客票
查公务舱的值机柜台，,查询航站楼信息,51,查询航站楼信息,查询机场或营业部信息
客票状态，未使用是什么意思，,办理客票改期,2,办理客票改期,验证电子客票
您好我想查一下就是从阿姆斯特丹到这个上海机场机场这张票的真和假，,验证电子客票,12,验证电子客票,查询航班动态
我想问一下，从国外转机到香港再从香港到国内，如果不是联程机票呃那个可否全部取出来，,办理值机选座,22,办理值机选座,咨询乘机证件规定
嗯是这样子的这个卡号，我又没用我又没用这个卡怎么会有信息，怎么会有茜说是要还，,查询会员卡卡号,37,查询会员卡卡号,合并会员卡
嗯你好我准备查一下订单的登机牌,咨询登机牌问题,25,咨询登机牌问题,验证电子客票
嗯我想请问一下那个嗯，我要是带那个皮蛋的话应该，能不能过安检啊，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,办理值机选座
我的发票抬头写错了我的报销凭证上的发票抬头，我该怎么改，,配送行程单,15,配送行程单,申请及查询电子发票
我想问下里程累计的事,查询积分累积标准,78,查询积分累积标准,补登积分
喂喂我我那个名字我名字已经我名字打错了能不能帮我修改一下,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改客票姓名
那个我现在在扬州，杨阳扬泰机场，然后机场那边，晚点了，嗯，,办理客票改期,2,办理客票改期,查询航班动态
请问哪里可以补行程,补登积分,39,补登积分,配送行程单
我需要给旅客改个名儿，,修改客票姓名,27,修改客票姓名,办理客票改期
你好昨天你们客服跟嗯这个我打电话说这个我这个呃7月31号从伦敦飞往上海的这个机票，可以改，呃十九号，我不知道，这个能确认吗？,办理客票改期,2,办理客票改期,验证电子客票
从济南遥墙机场登机需要什么手续，,咨询乘机规定,59,咨询乘机规定,咨询乘机证件规定
要行程单,申请及查询电子发票,40,申请及查询电子发票,配送行程单
机仓升仓，,办理客票升舱,72,办理客票升舱,查询航班动态
我在app上面可以购买到这个航班吗？,预订客票,4,预订客票,办理网站业务
退票需要多久，提提前多久退票，,办理航班退票,3,办理航班退票,查询机票退款进度
啊你好，查查，旅客这边有灯没登机，,验证电子客票,12,验证电子客票,查询航班动态
请问一下，铜管能不能带飞机托运啊，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
嗯机票机票订的机，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
"我,一张机票改签了现在,我要报销,但是你们呃当时改签的那个费用的那个发票你们没有给我",配送行程单,15,配送行程单,申请及查询电子发票
改行程，信息，,办理客票改期,2,办理客票改期,修改客票或会员信息汇总
请问东方航空MU289去斯德哥尔摩的航班要到几号楼登机,查询航站楼信息,51,查询航站楼信息,查询机场或营业部信息
我想咨询一下我的行程单上面的，为什么没有，行程的日期，,配送行程单,15,配送行程单,验证电子客票
我查航班航班被改签了但是航班原航班没有取消我要询问原因，,办理客票改期,2,办理客票改期,查询航班动态
"积分兑换,保温杯",查询积分商城,65,查询积分商城,兑换积分
人工服务，查退票，,办理航班退票,3,办理航班退票,人工服务
呃不是我想问一下，能把那个航程，从虹桥变成浦东吗？,办理客票改期,2,办理客票改期,查询航班动态
"喂您好我,google,可以带上飞机吗",办理小动物运输,1,办理小动物运输,咨询特殊物品运输规定
嗯发票丢失，,配送行程单,15,配送行程单,申请及查询电子发票
如果你们这边可以先取消座位，代理人那边在取消记录，可以吧,取消值机,36,取消值机,办理航班退票
操你妈行吗，小东，,不文明用语,68,不文明用语,办理值机选座
企事业单位，怎么和东航，签订合同协议，,办理集团客户业务,75,办理集团客户业务,办理网站业务
就是，我能查一下我的航班信息吗？,查询航班动态,11,查询航班动态,验证电子客票
我没问，嗯，1月31号的票，九点半的票怎么取消了那趟航班我想问一下，,办理客票改期,2,办理客票改期,查询航班动态
"可以,行程单也行",申请及查询电子发票,40,申请及查询电子发票,办理客票改期
嗯查询，托运物品，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
这个航班停发了，我，我要改签，取消值机，我不会操作了，,取消值机,36,取消值机,办理客票改期
喂您好，我注册了咱们东方航空的会员但是我每次订票不会自动累积行程和积分，,补登积分,39,补登积分,查询积分累积标准
就是我们在微信里面买的票然后在九号以前就自动取消了，,办理客票改期,2,办理客票改期,查询航班动态
4月3日，nu256，航班改到什么时间呢，,查询航班动态,11,查询航班动态,办理客票改期
我收到一个信息说我的，北京到大兴的，不是那个合肥到大兴的一张机票已经给我改了，,办理客票改期,2,办理客票改期,验证电子客票
你好我想查询一下我订票的航班信息是在11月12号下午3点15开始起飞吗？,查询航班动态,11,查询航班动态,验证电子客票
从搜狗一个那个人没有没有没有订好票啊，,验证电子客票,12,验证电子客票,预订客票
我29号从巴黎飞上海的机票，,验证电子客票,12,验证电子客票,预订客票或兑换积分
我在国外，无法登录官网订票,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
"请帮我查询MU21210取消,如何处理",办理客票改期,2,办理客票改期,办理网站业务
我那个飞机，今晚今晚飞澳门的机票，你妈逼的，,不文明用语,68,不文明用语,预订客票
可是我不知道他这些得用多少积分啊，因为我的积分是固定的,兑换积分,41,兑换积分,查询积分
你好我的手机里面我的订单里面有一个订单年前就已经申请了退票为什么现在还在审核，还没有退款，,办理航班退票,3,办理航班退票,查询机票退款进度
呃请问一下，4月8号，东方航空那个航班现在停航了，去美国的，然后现在有没有呃航班回去，美国纽约那边的，,办理客票改期,2,办理客票改期,查询航班动态或预订客票
"我想让你帮查一下,八号7月8号有没有南宁飞保山的那个航班",预订客票,4,预订客票,查询航班动态或预订客票
怎样取消座位,取消值机,36,取消值机,取消订座记录
就是可以获得二维码电子登机牌呗？,办理值机选座,22,办理值机选座,查询机场或营业部信息
我查一下那个信息的呃行程单的，飞往上海和北京的航班，,配送行程单,15,配送行程单,验证电子客票
麻烦你了，帮我转到人工我改改签一下机票，,人工服务,13,人工服务,办理客票改期
我想预约，国际航班，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
嗯，受益人需要满半年以上才可以用积分吗？,咨询受益人问题,67,咨询受益人问题,办理用氧旅客
"你好问一下为什么我那个,用会员卡,订单这边显示的,他,不能付款",预订客票或兑换积分,21,预订客票或兑换积分,办理网站业务
你给我发的短信说是，什么，我的座位号取消啊，是什么意思，,办理客票改期,2,办理客票改期,查询航班动态
嗯我想问一下，宝就是八个月的宝宝能上飞机吗？,咨询乘机规定,59,咨询乘机规定,办理患病旅客
对我是航班时间是不是改的改到呃，七点二十分，是不是改到那个九点十分了，,查询航班动态,11,查询航班动态,办理客票改期
那个啥啊，我把我把我机票办好八号的我订了九号了，,办理客票改期,2,办理客票改期,验证电子客票
嗯我以前有一个老的账号她现在嗯，因为那个手机没有及时更换，现在登不进去了要怎么办，,修改会员资料,14,修改会员资料,修改客票或会员信息汇总
我们早改行程国际航空,办理客票改期,2,办理客票改期,验证电子客票
我昨天买的从昆明到通辽的那个机票是改了已经，还是没改，,验证电子客票,12,验证电子客票,办理客票改期
"嗯,没有,就是我昨天的话,用积分兑了个行李箱,但是我现在的话想取消这个嗯,这笔,积积分兑换可以取消吗",查询积分商城,65,查询积分商城,兑换积分
是不是默认的都会打印呢…… 不能用行程单补登吗？必须是登机牌？,补登积分,39,补登积分,申请及查询电子发票
札幌上海8.15还有3张票吗,预订客票,4,预订客票,验证电子客票
请问我的退款要多久才能退啊，,查询机票退款进度,6,查询机票退款进度,办理航班退票
关于机票取消的问题，,办理航班退票,3,办理航班退票,办理客票改期
啊我想买那个，年卡，飞机那个呃坐飞机需要，比如说，东方航空那个联名卡，现在是不，呃有有这种这种事情，,咨询银行联名卡业务,38,咨询银行联名卡业务,办理患病旅客
我查那个我那个，做积分选积分，选座位，我那个，消费密码是多少，,修改会员密码,26,修改会员密码,兑换积分
积分入卡,补登积分,39,补登积分,查询积分
航空里程限制使用时间吗？,查询积分,62,查询积分,兑换积分
我看问一下，东方航空邮箱是什么？,办理网站业务,23,办理网站业务,修改客票或会员信息汇总
可以把我预定好了，不订了，你还帮我，,预订客票,4,预订客票,预订客票或兑换积分
啊，积分咨询，,查询积分,62,查询积分,会员服务其他
你帮我查一下，十月九号，呃呃，一月七号的，九点半从喀什飞往阿里的一个航班是取消了，,查询航班动态,11,查询航班动态,办理客票改期
手机号更改,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改客票联系方式
做补登机登记,补登积分,39,补登积分,办理值机选座
我想问一下现在就是登机需要些什么手续啊，这个叫什么证明之类的，一清，,咨询乘机证件规定,32,咨询乘机证件规定,咨询新冠肺炎防控要求
我要查，行，航班信息，,查询航班动态,11,查询航班动态,验证电子客票
"我想查一个机票,我订不订上",验证电子客票,12,验证电子客票,预订客票或兑换积分
信用卡买票，,咨询银行联名卡业务,38,咨询银行联名卡业务,预订客票
那个我那个申请机票那个退款的，你们在那个飞猪上面查所以已经退款成功但是我没收到那个退款的记录，,办理航班退票,3,办理航班退票,查询机票退款进度
查一下航空飞机票，,预订客票,4,预订客票,预订客票或兑换积分
嗯请你帮我查一下这个银川到昆明的，二月五号的飞机吧，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
嗯我们收到了短信，哦，5月25号昆明飞上海浦东的飞机MU5，,验证电子客票,12,验证电子客票,查询航班动态
询问航班取消退票，为什么还要扣，改签费，,办理航班退票,3,办理航班退票,办理客票改期
机票行程单我可以怎么打印,配送行程单,15,配送行程单,申请及查询电子发票
您好，订下机票，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
我的退票，拿下来就不能改后缀，可以可以可以可以，,办理航班退票,3,办理航班退票,办理客票改期
你好我想查询一下我那个东方航空的机票他改他改了日期我想退票帮我查询一下我的票号，,办理航班退票,3,办理航班退票,办理客票改期
商城兑换的话费到账,查询积分商城,65,查询积分商城,兑换积分
再帮我查一下，mu5454航班，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
为我想知道一下就是我们呃4月5号我订的那个从英国那个飞机到浦东的，,查询航班动态,11,查询航班动态,验证电子客票
嗯现在用和三点票吗？,咨询新冠肺炎防控要求,0,咨询新冠肺炎防控要求,验证电子客票
该航班的话有可能，因为疫情管控，取消起飞吗？,查询航班动态,11,查询航班动态,咨询新冠肺炎防控要求
"昆明到宜宾的机票,时间",验证电子客票,12,验证电子客票,预订客票
嗯我订了今天晚上MU2266号航班去上海但是呢，可能事情办不完，想推迟到明天，不知道是不是，不是可以，,办理客票改期,2,办理客票改期,查询航班动态
啊我想询问一下六月飞往呃多伦多的机票,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
嗯会会员积分，,兑换积分,41,兑换积分,查询积分
"支付密码,索取,怎么办,怎么付款,有其他方式付款吗",修改会员密码,26,修改会员密码,预订客票或兑换积分
我开的发票，嗯，信息有误想重新开具发票，,配送行程单,15,配送行程单,申请及查询电子发票
万里行，钱包，,咨询东航钱包问题,71,咨询东航钱包问题,查询遗失物品
嗯你好我想有一个问题咨询一下，就是，外籍人士，他的签证在更新中，所以他呃办理登机的话只拿着黄色的回执单就可以了是吗？,咨询签证相关问题,30,咨询签证相关问题,咨询乘机证件规定
嗯我的退款金额不对请帮我核实，查询一下，,办理航班退票,3,办理航班退票,查询机票退款进度
您好我想问一下我这个呃呃这趟航班已经延误将近两个小时了,办理客票改期,2,办理客票改期,查询航班动态
你好你帮我查一下4月6日至7月8日我订的东方航空的机票，,验证电子客票,12,验证电子客票,预订客票或兑换积分
这个我问一下我们本来订的是东方航空公司北京飞往西安的，结果今天由于受北京疫情的影响，西安，我们去考试，人家不接待北京了，这个票怎么退啊，,办理航班退票,3,办理航班退票,咨询新冠肺炎防控要求
啊我想问一下就是为什么这趟航班取消掉了，他还有，嗯就是还会安排吗？,办理客票改期,2,办理客票改期,查询航班动态
我的积分累计好像不对,查询积分,62,查询积分,补登积分
更改机票，转人工，,办理客票改期,2,办理客票改期,人工服务
嗯你好嗯我想查一下从纽约飞上海的飞机票，,预订客票或验证电子客票,45,预订客票或验证电子客票,预订客票或兑换积分
嗯就是7月22号订的机票后面就是没去成然后从昨天凌晨退票退票的话然后一直不到账是什么原因，,查询机票退款进度,6,查询机票退款进度,办理航班退票
你好我想查一下我的那个机票是不是全程取消了，,查询航班动态,11,查询航班动态,验证电子客票
请查一下今天晚上八点，美国抵沪的航班号，,查询航班动态,11,查询航班动态,验证电子客票
"就是我想问一下就是我那个航航班之前订的是29号的,那天晚上,呃10月21点五十分,一件四五,航班取消了",办理客票改期,2,办理客票改期,查询航班动态
你好我想问一下，我是从德国飞中国的，然后呢在app上看到看到的航班会不会取消取消之后呢，是不是要再等公报公报，然后呢，取消了，呃那个钱呢是直接现金返还还是怎么处理，,办理客票改期,2,办理客票改期,办理航班退票
我在网上订票可以到机场打印，,配送行程单,15,配送行程单,查询机场或营业部信息
东方航空累积的里程有多少，唐炳峰老师，,查询积分,62,查询积分,查询积分累积标准
我要咨询，老人家，登机，事已，请转人工，,人工服务,13,人工服务,办理高龄老人
因为航班呃，宁宁，机场电话，,查询机场或营业部信息,24,查询机场或营业部信息,人工服务
我想查询一下中川机场到虹桥机场的FM9214航班,查询航班动态,11,查询航班动态,查询航班动态或预订客票
我今天办了一张，就是你，东方东方东方，这个东方航空公司这个信用卡，,咨询银行联名卡业务,38,咨询银行联名卡业务,注册会员
我问一下明天沈阳去南京的航班取消了，还有没有不，取消的航班，,办理客票改期,2,办理客票改期,查询航班动态
